full_title,date
OBITUARY: Cardinal Cahal Daly,2009
Former Catholic primate of all Ireland Cardinal Daly dies,2009
Activists protest Gaza blockade,2009
Deadlock 'could boost dissidents',2009
New Year celebrations under way,2009
Farmer airlifted from Clare field,2009
Jones takes knock in Scarlets victory,2009
UN to withdraw Pakistan staff,2009
Ferrer makes last four in Abu Dhabi,2009
'No evidence' hostage held in Iran,2009
Portsmouth delay player wages again,2009
Miller loses red card appeal,2009
Redknapp won't let Pavlyuchenko destabilise club,2009
Johnson ruled out for at least a month,2009
Footy puts boot in at Punchestown,2009
Van Morrison denies 'fourth child',2009
Russia planning to stop asteroid,2009
Munster make five changes for Ulster clash,2009
Fingleton 'seeking apology' over remarks,2009
Rangers appeal Miller's red card,2009
Pacquiao files lawsuit against Mayweather,2009
Cold snap causing disruption,2009
O'Shea may face two more months out,2009
US radio host Rush Limbaugh taken ill,2009
Warning of possible Bali attack,2009
PSNI investigate Armagh shooting,2009
Indonesia buries former president,2009
Shooting at Finnish shopping centre,2009
Afghan bomber kills CIA officers,2009
Tramore gets green light to race,2009
Easy wins for United and Arsenal,2009
Boyd breezes past Larsson's record,2009
Munroe may give up belts,2009
"Dutch, Nigerian airports to use full-body scanners",2009
Pompey deny winding up order,2009
Man dies fleeing from fire,2009
Government supporters rally in Tehan,2009
Hauritz guides Aussies to victory,2009
McCoy stands by Binocular,2009
Private sector credit falls,2009
Man killed in Dublin crash,2009
Two held following Dublin robbery,2009
Ireland quartet back for Ulster,2009
Barton berates pampered players,2009
Ireland warming to Mancini,2009
Southbound Dart services suspended,2009
England wrap up win by lunch,2009
Bushfires destroy homes near Perth,2009
Motorists warned of hazardous conditions,2009
Megson sacked by Bolton,2009
Fears revealed over papal visit to Ireland,2009
Man shot in Derry,2009
Small firms,2009
At least 20 dead in Iraq bombings,2009
Torres a hero at Villa,2009
Tigers remain in the hunt,2009
Wenger calls for calm heads,2009
US solider killed in Afghanistan,2009
Iran warns Britain over interfering,2009
PSNI appeal over separate assaults,2009
"Loss of Drogba not an issue, claims Ancelotti",2009
Gunmen kill four in Iraq,2009
Suspect package found at Milan airport,2009
Two charged over Roche murder,2009
Celtic's Kilmarnock trip postponed,2009
Western Leader edges home,2009
Missing man found safe and well,2009
Walsh strikes at Newbury,2009
Pro-government rally in Iran,2009
Woman killed in diplomat's Vienna house,2009
Man for court over assault,2009
Cheika chops and changes,2009
Cardinal Daly remains seriously ill,2009
Bell sets the tone for England,2009
Neville's return a welcome boost for United,2009
Woman killed in Offaly crash named,2009
Cutler leads Bears out of the woods,2009
