,text,date,source,value
0,City of Angels review – private-eye musical is slick and svelte,2014-12-17T12:31:00Z,Guardian,0
1,New technology using bacteria from dung helps coffee farmers to purify water,2014-12-17T12:30:09Z,Guardian,0
2,The top 10 novels about 9/11,2014-12-17T12:30:09Z,Guardian,0
3,Christmas bail for Texas inmate convicted of poisoning foster son,2014-12-17T12:24:49Z,Guardian,0
4,George Osborne’s five reasons to be cheerful,2014-12-17T12:24:44Z,Guardian,0
5,Testament of Youth: battles of Brittain make for moving biopic,2014-12-17T12:23:20Z,Guardian,0
6,Honduran TV station owner and news presenter shot dead,2014-12-17T12:21:02Z,Guardian,0
7,Ideas for 17-18 December,2014-12-17T12:18:58Z,Guardian,0
8,JK Rowling confirms that there were Jewish wizards at Hogwarts,2014-12-17T12:16:41Z,Guardian,0
9,Student raises thousands of pounds for homeless man who offered her money,2014-12-17T12:13:38Z,Guardian,0
10,"Chelsea doctor asked three times for stretchers after Zouma injury, says Cech",2014-12-17T12:13:00Z,Guardian,0
11,We mustn’t let morbid obesity kill our potential. I didn’t | Helen Leahey,2014-12-17T12:04:51Z,Guardian,0
12,WPP appoints Roberto Quarta to succeed chairman Philip Lader,2014-12-17T12:04:37Z,Guardian,0
13,How to survive the worst moments of learning a language,2014-12-17T12:03:39Z,Guardian,0
14,The Flash/Arrow crossover isn’t just fan service – it’s tradition,2014-12-17T12:01:47Z,Guardian,0
15,"Arlene Gottfried: an intimate, humorous eye for New York City's eccentricity",2014-12-17T12:00:09Z,Guardian,0
16,Members of 'black media' say it's not their job to protect Bill Cosby,2014-12-17T12:00:09Z,Guardian,0
17,Wonder by RJ Palacio - review,2014-12-17T12:00:00Z,Guardian,0
18,Is the Year 2038 problem the new Y2K bug?,2014-12-17T11:58:49Z,Guardian,0
19,The best albums of 2014 – readers' picks,2014-12-17T11:57:49Z,Guardian,0
20,From Kim Kardashian to Dior: the new polo neck rules,2014-12-17T11:57:45Z,Guardian,0
21,Reading Post bids a print farewell and welcomes an online future,2014-12-17T11:56:22Z,Guardian,0
22,2014: tell us about your year in 100 words,2014-12-17T11:54:23Z,Guardian,0
23,"Maoist activist charged with rape, false imprisonment and indecent assault",2014-12-17T11:50:34Z,Guardian,0
24,The World Cup and the Olympics should stay in Switzerland where they belong | Marina Hyde,2014-12-17T11:44:12Z,Guardian,0
25,Get Santa review – not your average Christmas entertainment,2014-12-17T11:43:21Z,Guardian,0
26,Leicester’s Nigel Pearson faces FA hearing over row with supporter,2014-12-17T11:37:20Z,Guardian,0
27,Off the wall: Jeremy Deller brings William Morris back to life,2014-12-17T11:29:47Z,Guardian,0
28,Eating on public transport: the dos and don'ts,2014-12-17T11:22:02Z,Guardian,0
29,The Christmas I became a novelist at 16 | Bidisha,2014-12-17T11:21:08Z,Guardian,0
30,Babcock dips as it pays £140m for MoD maintenance business,2014-12-17T11:02:04Z,Guardian,0
31,Neutral umpires and the declaration of independence in Test cricket | Mike Selvey,2014-12-17T11:00:07Z,Guardian,0
32,How to issue a bond: nine tips for housing associations,2014-12-17T10:55:21Z,Guardian,0
33,It's the Parkers! The Guardian's end of year MLS awards,2014-12-17T10:55:07Z,Guardian,0
34,Pay rise for British workers after six years of falling wages,2014-12-17T10:54:55Z,Guardian,0
35,"The playlist: hip-hop – Rae Sremmurd, Rap Monument, Young Throwback",2014-12-17T10:53:28Z,Guardian,0
36,More than 200 journalists imprisoned worldwide for third consecutive year,2014-12-17T10:41:35Z,Guardian,0
37,Talking Horses: Wednesday’s best bets plus a new tipping competition,2014-12-17T10:39:10Z,Guardian,0
38,Bitcoin is the worst investment of 2014. But can it recover?,2014-12-17T10:35:16Z,Guardian,0
39,UK universities prepare to find out how research activity has been rated,2014-12-17T10:33:27Z,Guardian,0
40,Chris Brown and bodyguard skip prison sentence for connection with assault,2014-12-17T10:31:42Z,Guardian,0
41,X Factor's slow death at the hands of the internet,2014-12-17T10:30:25Z,Guardian,0
42,Laura Marling announces new album Short Movie – hear the title track,2014-12-17T10:19:42Z,Guardian,0
43,YouTube celebrities like Zoella helped me get through my depression | Scarlett Curtis,2014-12-17T10:14:50Z,Guardian,0
44,Rowan Moore’s top 10 exhibitions of 2014,2014-12-17T10:00:06Z,Guardian,0
45,Golf in 2014: 10 of the most memorable moments | Ewan Murray,2014-12-17T10:00:06Z,Guardian,0
46,The forgotten story of … the life and death of Tommy Ball | Simon Burnton,2014-12-17T10:00:06Z,Guardian,0
47,Last-time buyers: help older people to solve the housing crisis,2014-12-17T09:59:06Z,Guardian,0
48,Henry VIII: The Quest for Fame by John Guy – review,2014-12-17T09:59:06Z,Guardian,0
49,The Knowledge Christmas special: which players have appeared in panto?,2014-12-17T09:58:26Z,Guardian,0
50,Best TV of 2014: No 5 – The Trip to Italy,2014-12-17T09:56:06Z,Guardian,0
51,"FTSE falters on Russia, Greek and Fed worries but Abramovich's Evraz rallies",2014-12-17T09:52:48Z,Guardian,0
52,'Nobody cycles across Mumbai.' But why?,2014-12-17T09:47:29Z,Guardian,0
53,Apple closes Russian website because of rouble crisis,2014-12-17T09:45:18Z,Guardian,0
54,220 journalists are now in prison across the world,2014-12-17T09:37:51Z,Guardian,0
