,text,date,source,value
0,What happened next? Did the World Cup waistcoat boom – inspired by Gareth Southgate – last beyond the summer?,2018-12-14T09:00:38Z,Guardian,0
1,What to see this week in the UK,2018-12-14T09:00:37Z,Guardian,0
2,Football transfer rumours: Ben Chilwell to Manchester City for £50m?,2018-12-14T08:54:54Z,Guardian,0
3,Country diary: cattle take shelter in the PoW camp's muddied rooms,2018-12-14T08:50:59Z,Guardian,0
4,"Raw, brutal masterpieces: 2018's best folk albums",2018-12-14T08:30:36Z,Guardian,0
5,The bumper business Christmas quiz 2018,2018-12-14T08:03:09Z,Guardian,0
6,Inclusion health: an Irish answer to the homelessness crisis,2018-12-14T08:00:38Z,Guardian,0
7,Raging Santas: an unholy Christmas tradition we should all buy into | Jack Bernhardt,2018-12-14T08:00:37Z,Guardian,0
8,"Mutant bears, flying heads and chainsaw duels: the best movie moments of 2018",2018-12-14T08:00:36Z,Guardian,0
9,Women vote in a UK general election for the first time -14 December 1918,2018-12-14T07:41:55Z,Guardian,0
10,Minnette de Silva: the brilliant female architect forgotten by history,2018-12-14T07:30:37Z,Guardian,0
11,"Khrustalyov, My Car! review – delirious and visually amazing Russian gem",2018-12-14T07:30:37Z,Guardian,0
12,"The Indian Empire at War and India, Empire and the First World War review – a story finally told",2018-12-14T07:30:37Z,Guardian,0
13,Rightwing Venezuelan exiles hope Bolsonaro will help rid them of Maduro,2018-12-14T07:30:36Z,Guardian,0
14,"We paid nearly £5,000 for our £98 Money Club membership",2018-12-14T07:00:37Z,Guardian,0
15,We are the eggs being broken for this rotten Brexit omelette | Christina Patterson,2018-12-14T07:00:36Z,Guardian,0
16,Why do so few university graduates start their own businesses?,2018-12-14T07:00:36Z,Guardian,0
17,Vogue shoots and bike cemeteries: Lianzhou Foto festival 2018,2018-12-14T07:00:36Z,Guardian,0
18,Theresa May wants to ‘empower’ MPs? It sounds like they are in therapy,2018-12-14T06:40:35Z,Guardian,0
19,Queensland police charge officer with hacking after domestic violence victim's details leaked,2018-12-14T06:31:00Z,Guardian,0
20,A new way to hop around Australia's Kangaroo Island,2018-12-14T06:30:34Z,Guardian,0
21,Friday briefing: Deadly police shootout ends Strasbourg manhunt,2018-12-14T06:28:17Z,Guardian,0
22,Statue of 'racist' Gandhi removed from University of Ghana,2018-12-14T06:26:38Z,Guardian,0
23,Ian the Climate Denialist Potato says Christmas is ruined! | First Dog on the Moon,2018-12-14T06:21:17Z,Guardian,0
24,Being a father to school-aged daughter 'makes men less sexist',2018-12-14T06:01:34Z,Guardian,0
25,"The 50 best albums of 2018, No 6: Idles – Joy as an Act of Resistance",2018-12-14T06:00:39Z,Guardian,0
26,The 50 best films of 2018: No 6 – Black Panther,2018-12-14T06:00:38Z,Guardian,0
27,Friday’s best TV: Through the Christmas Keyhole; Eamonn & Ruth Do Vegas,2018-12-14T06:00:38Z,Guardian,0
28,The 50 best TV shows of 2018: No 5 – Succession,2018-12-14T06:00:38Z,Guardian,0
29,When Malcolm Gladwell met Rick Rubin  - podcasts of the week,2018-12-14T06:00:37Z,Guardian,0
30,"The punk turtle: the reptile with a green mohican became a sensation, but still faces an uncertain future",2018-12-14T06:00:37Z,Guardian,0
31,'Someone called me the antichrist': behind the battles for Christmas No 1,2018-12-14T06:00:36Z,Guardian,0
32,Labour must fight for an election – but prepare for a referendum | Owen Jones,2018-12-14T06:00:36Z,Guardian,0
33,Down and out in Chippenham: Britain's hidden rural homeless,2018-12-14T06:00:35Z,Guardian,0
