,text,date,source,value
0,Ireland battered by high winds,2013-12-18T20:24:16Z,Guardian,0
1,Welsh regions contact MPs over dispute with Welsh Rugby Union,2013-12-18T20:10:43Z,Guardian,0
2,"US budget deal: the good, bad and stupid | Mark Weisbrot",2013-12-18T20:10:00Z,Guardian,0
3,UK unemployment rate tumbles to four and a half-year low - as it happened,2013-12-18T20:09:44Z,Guardian,0
4,University of Ulster accused of cutting off water and electricity over sit-in,2013-12-18T20:00:53Z,Guardian,0
5,Paul Nicholls may run Kauto Stone against Sprinter Sacre at Kempton,2013-12-18T20:00:15Z,Guardian,0
6,My tips for surviving Christmas | Suzanne Moore,2013-12-18T20:00:00Z,Guardian,0
7,Best pictures of the day - live,2013-12-18T19:55:36Z,Guardian,0
8,Ministers reject calls to reinstate patients' right to see GP within two days,2013-12-18T19:47:58Z,Guardian,0
9,"Jack Wilshere deserves only one-game ban over gesture, Arsenal tell FA",2013-12-18T19:39:31Z,Guardian,0
10,South Sudan's sacked VP denies plotting coup,2013-12-18T19:31:27Z,Guardian,0
11,"News of the World chief emailed police over Milly Dowler voicemails, court told",2013-12-18T19:30:37Z,Guardian,0
12,Bloomberg makes last speech as mayor: 'New York has never been stronger',2013-12-18T19:29:20Z,Guardian,0
13,Happy 50th birthday Brad Pitt!,2013-12-18T19:26:51Z,Guardian,0
14,"Horsemeat dinner is served, courtesy of organised crime | Felicity Lawrence",2013-12-18T19:11:55Z,Guardian,0
15,"European courts have nothing to offer UK, says justice secretary",2013-12-18T19:07:13Z,Guardian,0
16,Olympic rules for protesting against Russia's anti-gay laws clarified,2013-12-18T19:05:36Z,Guardian,0
17,Jennifer Lawrence says fat-shaming should be illegal in Walters interview,2013-12-18T19:00:38Z,Guardian,0
18,Right to protest protected in amendments to bill,2013-12-18T19:00:17Z,Guardian,0
19,Defence chief: UK armed forces have good equipment but not enough people,2013-12-18T19:00:00Z,Guardian,0
20,Football League chief Shaun Harvey at centre of damning Ofcom ruling,2013-12-18T18:58:58Z,Guardian,0
21,Panto dames: still going strong at 70,2013-12-18T18:56:59Z,Guardian,0
22,Co-op Bank rescue may prove bondholder 'bail-ins' are the future | Jill Treanor,2013-12-18T18:56:32Z,Guardian,0
23,Millennials and marriage: is the price tag stopping you?,2013-12-18T18:53:37Z,Guardian,0
24,Michael Gove unveils £2.3bn extra funding for new classrooms,2013-12-18T18:50:41Z,Guardian,0
25,The best Christmas gifts for arts lovers in 2013,2013-12-18T18:46:00Z,Guardian,0
26,BP oil spill engineer obstructed justice by deleting text messages,2013-12-18T18:33:50Z,Guardian,0
27,"Hacked off a 'destructive force' in press regulation reform, says Maria Miller",2013-12-18T18:30:02Z,Guardian,0
28,Peter Gilbert obituary,2013-12-18T18:27:29Z,Guardian,0
29,Let's see a register of doctors' interests | Ben Goldacre,2013-12-18T18:26:32Z,Guardian,0
30,Appointing Billie Jean King to the Sochi Olympics 'US delegation' isn't enough | Nancy Goldstein,2013-12-18T18:23:00Z,Guardian,0
31,Corrections and clarifications,2013-12-18T18:21:27Z,Guardian,0
32,"Naked migrants sprayed for scabies in Lampedusa, Italy - video",2013-12-18T18:18:00Z,Guardian,0
33,Improving the effectiveness of non-financial reporting - live chat round up,2013-12-18T18:14:07Z,Guardian,0
34,Turkish PM: corruption probe part of 'dirty operation' against administration,2013-12-18T18:12:28Z,Guardian,0
35,David Cameron and Michael Owen applaud the troops in Afghanistan,2013-12-18T18:10:52Z,Guardian,0
36,Countdown contestants have to think long but not hard | Media Monkey,2013-12-18T18:09:38Z,Guardian,0
37,South Sudanese seek shelter at UN compounds in Juba – in pictures,2013-12-18T18:00:36Z,Guardian,0
38,Scientists draw up definitive list of genes that make us human,2013-12-18T18:00:29Z,Guardian,0
39,Letter: Manfred Rommel in Westminster Abbey,2013-12-18T18:00:28Z,Guardian,0
40,FGM inquiry launched to uncover reasons for lack of prosecution in UK,2013-12-18T17:59:14Z,Guardian,0
41,"Four NoW stories linked to 'Greg' hacking notes under Brooks, trial hears",2013-12-18T17:57:02Z,Guardian,0
42,Tancrede Melet crosses Alps on 380m-high highline - video,2013-12-18T17:56:00Z,Guardian,0
43,PMQs a serious affair before Christmas. Oh no it isn't!,2013-12-18T17:55:00Z,Guardian,0
44,London told to cut air pollution by 2020 – or face fines,2013-12-18T17:48:04Z,Guardian,0
45,Fifpro's tilt at the transfer market is to be welcomed,2013-12-18T17:46:24Z,Guardian,0
46,Buddy Girl and Mechanic – A Very Ordinary Day: New music from Japan,2013-12-18T17:46:20Z,Guardian,0
47,Study links BP oil spill to dolphin deaths,2013-12-18T17:44:13Z,Guardian,0
48,Fracking could be allowed under homes in Britain without owners' knowledge,2013-12-18T17:37:47Z,Guardian,0
49,Ruth Campbell obituary,2013-12-18T17:36:56Z,Guardian,0
50,Syed Mohammad Amir Imam obituary,2013-12-18T17:36:11Z,Guardian,0
51,"Below the line in 2013: the year in comments, dust-ups and debates",2013-12-18T17:30:22Z,Guardian,0
52,Horse racing tips: Thursday 19 December,2013-12-18T17:29:50Z,Guardian,0
53,José Mourinho may alter Chelsea's tactics in the hope of better results,2013-12-18T17:25:38Z,Guardian,0
54,Pussy Riot and Arctic 30 amnesty is a Putin masterstroke ahead of Olympics,2013-12-18T17:25:14Z,Guardian,0
55,"Bali summit invigorated World Trade Organisation, says Roberto Azevêdo",2013-12-18T17:20:59Z,Guardian,0
56,Rijksmuseum director joins judges' panel of Art Fund museum prize,2013-12-18T17:19:13Z,Guardian,0
57,William Morris Endeavour and Silver Lake buy IMG Worldwide for $2.3bn,2013-12-18T17:14:29Z,Guardian,0
58,Dumping a judge-led inquiry into rendition is a cop-out by government | Richard Norton Taylor,2013-12-18T17:13:39Z,Guardian,0
59,"Pleased, frustrated or angry? The many faces of Ben Bernanke",2013-12-18T17:12:03Z,Guardian,0
60,"The 1978 Radio Times: Christmas TV, before Thatcherism ruined it",2013-12-18T17:10:20Z,Guardian,0
61,Sport picture of the day: (Bode) Miller time,2013-12-18T17:09:34Z,Guardian,0
62,Edith in the Dark – review,2013-12-18T17:07:00Z,Guardian,0
63,Stolen and found Stradivarius is sold at auction for £1.38m,2013-12-18T17:01:20Z,Guardian,0
64,"The 10 best films of 2013, joint third – Behind the Candelabra",2013-12-18T17:00:00Z,Guardian,0
65,Why the author of The Anarchist Cookbook wants it taken off the shelves,2013-12-18T17:00:00Z,Guardian,0
66,Bah Humbug: Mikey Gove's Christmas Carol – cartoon,2013-12-18T17:00:00Z,Guardian,0
67,"FTSE edges higher as investors await Fed meeting, while Centrica climbs on sale news",2013-12-18T16:59:19Z,Guardian,0
68,Former Sky rider Michael Rogers suspended after failed dope test,2013-12-18T16:58:17Z,Guardian,0
69,"Blog of the week: A Music Blog, Yea?",2013-12-18T16:53:12Z,Guardian,0
70,Ian Watkins sentencing: child sex offences were ‘beyond belief’ - video,2013-12-18T16:49:00Z,Guardian,0
71,"Olympics fail to create healthier and more active population, says survey",2013-12-18T16:42:20Z,Guardian,0
72,Ray Price obituary,2013-12-18T16:42:00Z,Guardian,0
73,"Best theatre of 2013, No 10 (joint): Wet House",2013-12-18T16:34:06Z,Guardian,0
74,Nutcracker rehearsals - a picture from the past,2013-12-18T16:32:08Z,Guardian,0
75,Clip joint: Fireworks,2013-12-18T16:31:43Z,Guardian,0
76,Ian Watkins gets 35-year sentence for child sex crimes,2013-12-18T16:31:00Z,Guardian,0
77,What is it about priests and sex? | Andrew Brown,2013-12-18T16:29:00Z,Guardian,0
78,"Best theatre of 2013, No 10 (joint): Paul Bright's Confessions of a Justified Sinner",2013-12-18T16:28:36Z,Guardian,0
79,"Ivor Novello's final musical, Valley of Song, to come to the stage in January",2013-12-18T16:19:47Z,Guardian,0
80,Adrian Searle's top 10 art shows of 2013,2013-12-18T16:14:00Z,Guardian,0
81,China seeks to curb worst air pollution in 50 years,2013-12-18T16:13:00Z,Guardian,0
82,Investing in sustainable water systems: who is leading the way?,2013-12-18T16:13:00Z,Guardian,0
83,BBC Radio 4 makes its move with Across the Board chess series,2013-12-18T16:08:00Z,Guardian,0
84,Simon Hughes appointed justice minister,2013-12-18T16:04:15Z,Guardian,0
85,David Cameron at PMQs: Politics live blog,2013-12-18T16:03:18Z,Guardian,0
86,Why The Rock rocks,2013-12-18T15:59:00Z,Guardian,0
87,Target aims for healthier products under veil of secrecy,2013-12-18T15:57:00Z,Guardian,0
88,Why read graphic novels?,2013-12-18T15:55:00Z,Guardian,0
89,Spain's plan to reform abortion laws attacked as 'serious step backwards',2013-12-18T15:54:40Z,Guardian,0
90,South Sudan: thousands displaced as violence engulfs country – video,2013-12-18T15:54:00Z,Guardian,0
91,Can fracking shatter stagnation?,2013-12-18T15:53:29Z,Guardian,0
92,Radio Times encouraging listeners to take in chess through the ear | Media,2013-12-18T15:51:23Z,Guardian,0
93,The Fiver | A person of impeccable rectitude,2013-12-18T15:51:22Z,Guardian,0
94,The best TV of 2013: No 2 – Breaking Bad (Netflix),2013-12-18T15:50:25Z,Guardian,0
95,Shia LaBeouf's plagiarism may be a case of cultural 'affluenza' | Sadhbh Walshe,2013-12-18T15:50:09Z,Guardian,0
96,"A year after the Delhi gang-rape, more must be done to stop abuse of women | Monisha Rajesh",2013-12-18T15:38:10Z,Guardian,0
97,"Jerry Brown, version 2.0: 'California's the healthiest it's been in a decade'",2013-12-18T15:37:01Z,Guardian,0
98,Tomorrow's Tube: forward to the past at Piccadilly Circus,2013-12-18T15:37:00Z,Guardian,0
99,Which is the World Cup Group of Death?,2013-12-18T15:36:13Z,Guardian,0
100,Are cryptic crosswords too rude for Americans?,2013-12-18T15:36:00Z,Guardian,0
101,Why the staff Christmas drinks are no place for a headteacher,2013-12-18T15:32:11Z,Guardian,0
102,The Shostakovich Edition – review,2013-12-18T15:30:00Z,Guardian,0
103,The tech team round up a busy 2013 in the tech and digital world,2013-12-18T15:29:47Z,Guardian,0
104,Howard Clark obituary,2013-12-18T15:28:22Z,Guardian,0
105,Knicks collapse continues as Portland keeps blazing,2013-12-18T15:28:00Z,Guardian,0
106,White House gravitates to healthcare woes in face of NSA backlash,2013-12-18T15:27:40Z,Guardian,0
107,Royal Ballet: Jewels – review,2013-12-18T15:27:30Z,Guardian,0
108,The Hobbit 2 is anything but desolated atop pre-Christmas UK box office,2013-12-18T15:27:00Z,Guardian,0
109,Thomas Lloyd obituary,2013-12-18T15:26:52Z,Guardian,0
110,Should I feed kitchen scraps to my chickens?,2013-12-18T15:25:00Z,Guardian,0
111,Moshi Monsters: the Movie creator Michael Acton Smith speaks at premiere – video,2013-12-18T15:25:00Z,Guardian,0
112,"Rio's love motels, and other alternative accommodation for the World Cup",2013-12-18T15:24:00Z,Guardian,0
113,Technology on the beat: how IT can enhance policing,2013-12-18T15:23:00Z,Guardian,0
114,Uchida/Kashimoto/Quandt/Fuchs – review,2013-12-18T15:22:21Z,Guardian,0
115,The Nutcracker – review,2013-12-18T15:20:34Z,Guardian,0
116,"For slash fiction devotees, imitation is the sincerest form of flattery",2013-12-18T15:16:00Z,Guardian,0
117,Sport quiz of 2013,2013-12-18T15:15:53Z,Guardian,0
118,Labour demands response over Theresa Villiers's meeting with lobbyist,2013-12-18T15:09:33Z,Guardian,0
119,Mohamed Morsi to face trial for alleged terrorist plot,2013-12-18T15:00:25Z,Guardian,0
120,A gym for your vagina? The Femilift is a depressing load of nonsense,2013-12-18T15:00:02Z,Guardian,0
121,Whatever happened to R&B?,2013-12-18T15:00:01Z,Guardian,0
122,What makes a smell good or bad?,2013-12-18T15:00:00Z,Guardian,0
123,"Rusty, the Boy from the Hills by Ruskin Bond - review",2013-12-18T15:00:00Z,Guardian,0
124,"The 'right school'? No, parents staying together is the best way to help children | Joanna Moorhead",2013-12-18T14:59:49Z,Guardian,0
125,Last Volkswagen camper vans are made in Brazil – in pictures,2013-12-18T14:59:00Z,Guardian,0
126,Eric Ravilious: Artist and Designer by Alan Powers – review,2013-12-18T14:58:30Z,Guardian,0
127,Are research sandpits a good way to allocate public funding to research?,2013-12-18T14:52:34Z,Guardian,0
128,BBC 'took too long to realise DMI project was in trouble',2013-12-18T14:47:10Z,Guardian,0
129,Apprenticeship loans axed: what else must change in further education?,2013-12-18T14:47:00Z,Guardian,0
130,Gus Poyet system can coerce Sunderland through crucial period | Louise Taylor,2013-12-18T14:46:43Z,Guardian,0
131,Lou Reed tribute concert brings stars of music to Harlem,2013-12-18T14:46:25Z,Guardian,0
132,David Cameron calls Ed Balls a turkey – video,2013-12-18T14:41:00Z,Guardian,0
133,"The murky pool of big business, water and policy capture",2013-12-18T14:40:00Z,Guardian,0
134,Lokpal bill to create Indian anti-corruption watchdog approved,2013-12-18T14:35:09Z,Guardian,0
135,Local government finance settlement 2014-15: your responses,2013-12-18T14:27:00Z,Guardian,0
136,"Immigration bill could lead to racism and homelessness, say MPs and peers",2013-12-18T14:18:00Z,Guardian,0
137,Bavarian U-turn over academic reprint of Hitler's Mein Kampf blurs ethics,2013-12-18T14:15:40Z,Guardian,0
138,Bob Stanley's 10 best music histories,2013-12-18T14:06:05Z,Guardian,0
139,Times publisher reports pre-tax losses of £24m,2013-12-18T14:03:03Z,Guardian,0
140,Bank of England's economic forecasts prove spectacularly wrong – again,2013-12-18T14:03:02Z,Guardian,0
141,Sir Thomas Browne: A Life by Reid Barbour – review,2013-12-18T14:00:00Z,Guardian,0
142,The 101 strangest records on Spotify: Episode Six - Lucky Sunday,2013-12-18T13:59:44Z,Guardian,0
143,News of the World managing editor 'didn't know of Milly Dowler hacking',2013-12-18T13:54:24Z,Guardian,0
144,George Zimmerman: American antihero turns big-bucks artist,2013-12-18T13:52:54Z,Guardian,0
145,Top 25 games of 2013: 15-11,2013-12-18T13:45:00Z,Guardian,0
146,I started buying the signs that the homeless use to beg. Here's what happened | Andres Serrano,2013-12-18T13:45:00Z,Guardian,0
147,Why Chelsea are still a better bet for the top four than Everton | Paul Wilson,2013-12-18T13:44:00Z,Guardian,0
148,Hinkley Point C nuclear subsidy plan queried by European commission,2013-12-18T13:39:12Z,Guardian,0
149,Messiah – review,2013-12-18T13:39:12Z,Guardian,0
150,Arctic 30 protesters and Pussy Riot members set to walk free,2013-12-18T13:36:00Z,Guardian,0
151,"Woolwich trial: men believed they were acting as soldiers of Islam, court hears",2013-12-18T13:33:53Z,Guardian,0
152,David Cameron calls Ed Balls a 'turkey' over anonymous Labour briefings,2013-12-18T13:33:05Z,Guardian,0
153,Has the Great Barrier Reef just been approved for destruction by the Australian government?,2013-12-18T13:25:00Z,Guardian,0
154,Tim Burgess – review,2013-12-18T13:23:41Z,Guardian,0
155,Great Train Robber Ronnie Biggs dies aged 84 – video report,2013-12-18T13:17:00Z,Guardian,0
156,How to get the most out of energy gels on long distance runs,2013-12-18T13:16:19Z,Guardian,0
157,"In America, we care more about the government taking our guns than our data | Ana Marie Cox",2013-12-18T13:15:00Z,Guardian,0
158,Antarctica: 'Seals and penguins on magic gondolas were the silent denizens of this dreamy Venice' | Alok Jha,2013-12-18T13:14:10Z,Guardian,0
159,Mark Freeland appointed BBC controller of fiction and entertainment,2013-12-18T13:13:24Z,Guardian,0
160,Brazil's cash transfer scheme a source of empowerment for women | Jonathan Watts,2013-12-18T13:13:00Z,Guardian,0
161,Keith Richards turns 70 - in pictures,2013-12-18T13:11:14Z,Guardian,0
162,Labour shouldn't emulate France's economic disaster | Mark Wallace,2013-12-18T13:06:40Z,Guardian,0
163,EU fish quotas rise in line with sustainable reforms,2013-12-18T13:03:43Z,Guardian,0
164,"Clash of Clans is 2013's most lucrative gaming app, data shows",2013-12-18T13:01:18Z,Guardian,0
165,Why women can't have business dinners with men,2013-12-18T13:00:18Z,Guardian,0
166,"Charley Hull: 'I'm not going to die if I hit a bad shot, am I?'",2013-12-18T12:56:18Z,Guardian,0
167,Readers suggest the 10 best ... children's TV characters,2013-12-18T12:56:00Z,Guardian,0
168,Geoffrey Boycott's playable deliveries | Media Monkey,2013-12-18T12:55:20Z,Guardian,0
169,The Illuminati: the secret society pulling the strings of every major organisation in the world,2013-12-18T12:50:48Z,Guardian,0
170,Is this the worst ever infographic?,2013-12-18T12:49:00Z,Guardian,0
171,Laurel – Fire Breather: New music,2013-12-18T12:46:02Z,Guardian,0
172,How is cloud computing enhancing our ability to work anywhere?,2013-12-18T12:45:46Z,Guardian,0
173,"Drones protect British troops in Afghanistan, says Philip Hammond – video report",2013-12-18T12:42:00Z,Guardian,0
174,A home from home: inside Airbnb's San Francisco headquarters – in pictures,2013-12-18T12:40:01Z,Guardian,0
175,Will support for the UK's Small Business Saturday reach US levels?,2013-12-18T12:39:02Z,Guardian,0
176,"European migrant benefit ban will stop welfare tourism, says Iain Duncan Smith – video",2013-12-18T12:37:00Z,Guardian,0
177,Jennifer Lawrence: 'Calling people fat on TV should be illegal',2013-12-18T12:34:00Z,Guardian,0
178,Ferrexpo's top investors to trim stakes to meet FTSE listing rules,2013-12-18T12:30:16Z,Guardian,0
179,Fashion: do we care more about animal rights than the environment?,2013-12-18T12:30:00Z,Guardian,0
180,"Don't believe the hype: e-cigarettes won't ruin society, they changed my life | Nick Green",2013-12-18T12:30:00Z,Guardian,0
181,Construction of Manaus World Cup stadium in Brazil halted following deaths – video,2013-12-18T12:30:00Z,Guardian,0
182,The best TV of 2013: No 3 – Utopia (Channel 4),2013-12-18T12:23:35Z,Guardian,0
183,Damien Hirst artworks stolen from London gallery – CCTV video,2013-12-18T12:21:00Z,Guardian,0
184,What are the best-paid jobs in 2013?,2013-12-18T12:20:47Z,Guardian,0
185,More work needed to prepare for new register of voters – elections watchdog,2013-12-18T12:20:01Z,Guardian,0
186,Peter Duggan's Artoons: Girl With a Pearl Earring has a lucky escape,2013-12-18T12:20:00Z,Guardian,0
187,Colin Farrell in love with Elizabeth Taylor – too much for his publicist? | Anne Perkins,2013-12-18T12:17:58Z,Guardian,0
188,How to eat: Christmas dinner,2013-12-18T12:16:00Z,Guardian,0
189,"Love in a Cold Climate: still sparkling, despite its age",2013-12-18T12:15:00Z,Guardian,0
190,The Argo Vals Band – Valentinipäev: New music from Estonia,2013-12-18T12:14:20Z,Guardian,0
191,The €100 Picasso: Paris auction house raffles artwork for charity,2013-12-18T12:12:31Z,Guardian,0
192,Dwayne 'The Rock' Johnson named highest grossing actor of 2013,2013-12-18T12:12:31Z,Guardian,0
193,Nigella Lawson's former assistant Francesca Grillo denies being fantasist,2013-12-18T12:12:06Z,Guardian,0
194,Bike blog: most interesting cycling races of 2014 | Trevor Ward,2013-12-18T12:10:46Z,Guardian,0
195,Clues to Sherlock the movie,2013-12-18T12:09:00Z,Guardian,0
196,Talking Horses: Tips for Newbury and Ludlow in our daily racing blog,2013-12-18T12:05:16Z,Guardian,0
197,Euro 2016: Uefa decision to separate Spain and Gibraltar beggars belief | Marina Hyde,2013-12-18T12:04:19Z,Guardian,0
198,Sunsets: the Marmite of the photography world,2013-12-18T12:04:00Z,Guardian,0
199,Frankel reigns supreme in Timeform's Modern Greats book,2013-12-18T12:00:03Z,Guardian,0
0,How to wear party jeans – video,2013-12-18T12:00:00Z,Guardian,0
1,Fire Storm by Lauren St John - review,2013-12-18T12:00:00Z,Guardian,0
2,Whitehall's highlights from 2013,2013-12-18T12:00:00Z,Guardian,0
3,Snooping around – in pictures,2013-12-18T12:00:00Z,Guardian,0
4,The best albums of 2013: No 3 – Random Access Memories by Daft Punk,2013-12-18T12:00:00Z,Guardian,0
5,UK inquiry on rendition and torture to be handed to ISC,2013-12-18T11:59:39Z,Guardian,0
6,Sex after cancer: 'Patients should not feel that bringing up sex is too trivial',2013-12-18T11:58:59Z,Guardian,0
7,Will the Community Energy Strategy trigger a revolution?,2013-12-18T11:57:24Z,Guardian,0
8,Ian Watkins abuse: police forces to be investigated by IPCC,2013-12-18T11:53:53Z,Guardian,0
9,"Swedish 'pirate' hit with £403,000 damages for sharing single movie",2013-12-18T11:50:28Z,Guardian,0
10,Ronnie Biggs picks his moment one last time,2013-12-18T11:47:09Z,Guardian,0
11,Mayor Rob Ford dances to Bob Marley at Toronto council meeting – video,2013-12-18T11:41:00Z,Guardian,0
12,Who is the greatest American novelist? 2: Vladimir Nabokov v Kurt Vonnegut,2013-12-18T11:35:00Z,Guardian,0
13,Funny Girls: behind the scenes at Blackpool's longest-running drag revue – video,2013-12-18T11:30:00Z,Guardian,0
14,Bitcoin plummets as China's largest exchange blocks new deposits,2013-12-18T11:27:35Z,Guardian,0
15,Nick Clegg renews calls for Lords reform after Hanningfield scandal,2013-12-18T11:27:30Z,Guardian,0
16,Crane operator stranded above fire rescued by helicopter in Ontario – video,2013-12-18T11:27:00Z,Guardian,0
17,"Breakfast with Lucian: A Portrait of the Artist, by Geordie Greig – review",2013-12-18T11:25:48Z,Guardian,0
18,'We urgently need more data on internal migration',2013-12-18T11:25:00Z,Guardian,0
19,The Spin | England's evolution and comparisons to the 2006-07 Ashes overreaction,2013-12-18T11:10:24Z,Guardian,0
20,The privatised Royal Mail will get a Christmas bonanza – but not us posties | Roy Mayall,2013-12-18T11:10:22Z,Guardian,0
21,Bwin boosted by World Cup betting hopes and move into US market,2013-12-18T11:07:00Z,Guardian,0
22,Which footballers have appeared in pantomime? | The Knowledge Christmas archive special,2013-12-18T11:03:17Z,Guardian,0
23,Bank of England switches to plastic pound notes with Churchill fiver,2013-12-18T11:00:44Z,Guardian,0
24,The best TV of 2013: No 4 – Game of Thrones (Sky Atlantic),2013-12-18T11:00:00Z,Guardian,0
25,Jeremy Paxman can't resist monkey business on Newsnight | Media Monkey,2013-12-18T10:53:31Z,Guardian,0
26,Books for the devoted development reader,2013-12-18T10:52:34Z,Guardian,0
27,Eyewitness: Blackpool,2013-12-18T10:48:20Z,Guardian,0
28,Family of British surgeon who died in Syria criticise UK government,2013-12-18T10:46:58Z,Guardian,0
29,How to write a personal statement for geography,2013-12-18T10:46:18Z,Guardian,0
30,South Sudan factional fighting leaves hundreds feared dead,2013-12-18T10:45:00Z,Guardian,0
31,Lokpal bill: will it really change India's corruption culture?,2013-12-18T10:43:45Z,Guardian,0
32,Blur reveal British-themed tea set,2013-12-18T10:41:07Z,Guardian,0
33,BBC reporter goes on a Q & Aaaay | Media Monkey,2013-12-18T10:39:33Z,Guardian,0
34,"Retail in 2014: be adaptive, be intelligent and create better experiences",2013-12-18T10:35:38Z,Guardian,0
35,Italy's rage against Europe is not justified | Francesco Grillo,2013-12-18T10:31:36Z,Guardian,0
36,Manchester United's David Moyes may allow Wilfried Zaha to go on loan,2013-12-18T10:30:41Z,Guardian,0
37,Moshi Monsters: the Movie – review,2013-12-18T10:28:33Z,Guardian,0
38,'Farming is quite an unusual profession for young people',2013-12-18T10:23:42Z,Guardian,0
39,Today's media stories from the papers,2013-12-18T10:23:25Z,Guardian,0
