,text,date,source,value
0,Tax avoidance trade puts Square Mile in spotlight again,2011-12-18T00:01:02Z,Guardian,0
1,Hidden pop gems of 2011,2011-12-18T00:01:00Z,Guardian,0
2,The 10 best classic Christmas songs,2011-12-18T00:01:00Z,Guardian,0
3,Campaign against pink toys for girls enjoys rosy outlook,2011-12-18T00:01:00Z,Guardian,0
4,"Science in 2011: Triumphs, disasters and climaxes – in pictures",2011-12-18T00:01:00Z,Guardian,0
5,Premier League half-term fans' reports: Arsenal to Manchester United,2011-12-18T00:00:18Z,Guardian,0
6,Why we're watching… Vanessa Kirby,2011-12-18T00:00:03Z,Guardian,0
7,Premier League half-term fans' reports: Newcastle to Wolves,2011-12-17T23:59:38Z,Guardian,0
8,Philippines floods: victims tell of panic as wall of water hit cities,2011-12-17T23:12:56Z,Guardian,0
9,Heineken Cup round-up: Seven tries from Leinster pour cold water on Bath,2011-12-17T23:00:02Z,Guardian,0
10,Manchester City's Micah Richards keeps moving forward,2011-12-17T23:00:02Z,Guardian,0
11,Steve Lomas looks to be a man on the move at St Johnstone,2011-12-17T23:00:01Z,Guardian,0
12,The Killing 2: episodes nine and 10,2011-12-17T23:00:00Z,Guardian,0
13,Sir Alex Ferguson's praise of Spurs may be a dig at Manchester City | Paul Wilson,2011-12-17T22:59:03Z,Guardian,0
14,British Gas insulation offer made a hole in my wall – and pocket,2011-12-17T22:59:02Z,Guardian,0
15,Virgin Atlantic claim delayed by volcanic ash cloud confusion,2011-12-17T22:59:01Z,Guardian,0
16,Plight of the families who rely on food parcels,2011-12-17T22:59:00Z,Guardian,0
17,Berger & Wyse,2011-12-17T22:59:00Z,Guardian,0
18,RAC car insurance payment declined – you have too much money,2011-12-17T22:58:01Z,Guardian,0
19,Matthew Rees ready to lead a Scarlets siege of Munster's fortress,2011-12-17T22:58:01Z,Guardian,0
20,The toil and teamwork that made Mark Cavendish a sports personality,2011-12-17T22:56:01Z,Guardian,0
21,"Said & Done: Zdravko Mamic, Gigi Becali, plus Larissa Riquelme on politics",2011-12-17T22:55:20Z,Guardian,0
22,Fijit Friends just the Christmas gift for Mario Balotelli,2011-12-17T22:55:06Z,Guardian,0
23,Sporting moments 2011: Our writers pick their highlights of the year,2011-12-17T22:55:02Z,Guardian,0
24,London Olympics countdown: 32 weeks to go,2011-12-17T22:55:01Z,Guardian,0
25,Icons of 2011: No2: Andrew Strauss | Andy Bull,2011-12-17T22:55:00Z,Guardian,0
26,Swiss mess could hand Manchester United a European reprieve,2011-12-17T22:53:04Z,Guardian,0
27,Strictly Come Dancing 2011 final: liveblog!,2011-12-17T22:07:00Z,Guardian,0
28,Chelsea manager refuses to blame Petr Cech for Wigan equaliser,2011-12-17T22:02:52Z,Guardian,0
29,Sunderland's Nicklas Bendtner says sorry to club and fans,2011-12-17T22:00:01Z,Guardian,0
30,Revealed: how City fees are eating into our pensions,2011-12-17T21:30:00Z,Guardian,0
31,Flash floods in southern Philippines – in pictures,2011-12-17T21:24:49Z,Guardian,0
32,Let it snow: Google search yields festive flurry,2011-12-17T20:36:00Z,Guardian,0
33,St Paul's protesters accuse police of inflating crime figures,2011-12-17T20:20:44Z,Guardian,0
34,French credit downgrade could come 'within days',2011-12-17T20:16:50Z,Guardian,0
35,Bradley Manning hearing: agents say gunship killing video found in room,2011-12-17T20:03:13Z,Guardian,0
36,Michael Gove accused of seeking selection in state schools,2011-12-17T19:55:31Z,Guardian,0
