,text,date,source,value
0,American Solo Sailor May Change a Culture,2014-06-01T00:01:11+0000,NY_TIMES,0
1,Identity Intelligence: Image Is Everything,2014-06-01T00:06:01+0000,NY_TIMES,0
2,Lesson for P.O.W.’s Father: Men Sometimes Do Come Back,2014-06-01T00:19:42+0000,NY_TIMES,0
3,Police Search for Upset Teenager Who Sank Into the Hudson,2014-06-01T00:21:50+0000,NY_TIMES,0
4,Players Seek Approval of $40 Million Deal in Video Games Case,2014-06-01T00:32:41+0000,NY_TIMES,0
5,"After 5 Months of Sales, Colorado Sees the Downside of a Legal High",2014-06-01T00:33:42+0000,NY_TIMES,0
6,Environmental Groups Focus on Change by Strengthening Their Political Operations,2014-06-01T00:52:53+0000,NY_TIMES,0
7,"Winning Lottery Numbers for May 31, 2014",2014-06-01T01:26:19+0000,NY_TIMES,0
8,N.S.A. Collecting Millions of Faces From Web Images,2014-06-01T01:27:04+0000,NY_TIMES,0
9,"Another Slog for Mets, but This Time, It’s Worth It",2014-06-01T01:35:33+0000,NY_TIMES,0
10,A Soldier Is Missing. What Comes Next?,2014-06-01T01:38:31+0000,NY_TIMES,0
11,‘Orphan Black’ Recap: Verbal Knife Fights End in the Cut of Truth,2014-06-01T02:04:17+0000,NY_TIMES,0
12,"An Entertaining Match, Not Only for the Volleys",2014-06-01T02:15:20+0000,NY_TIMES,0
13,Texas Beer Finds Home in the Heart of New York,2014-06-01T02:16:11+0000,NY_TIMES,0
14,"With More Inmates on Dialysis, Officials Deal With Rising Costs",2014-06-01T02:17:08+0000,NY_TIMES,0
15,When a Favor Goes Beyond a Courtesy,2014-06-01T02:20:56+0000,NY_TIMES,0
16,Two Works Recount Texas A&M’s Flight to Another League,2014-06-01T02:21:38+0000,NY_TIMES,0
17,"Quotation of the Day for Sunday, June 1, 2014",2014-06-01T03:12:56+0000,NY_TIMES,0
18,From 2014: Obama on Soldier’s Release,2014-06-01T03:36:31+0000,NY_TIMES,0
19,"Katherine Reid, Matthew Vacca",2014-06-01T04:15:04+0000,NY_TIMES,0
20,"Boldness, Rewarded in Kind",2014-06-01T04:15:04+0000,NY_TIMES,0
21,"Celia Atassi, Adam Namoury",2014-06-01T04:15:04+0000,NY_TIMES,0
22,"Nora Yoo, Clayton Carroll",2014-06-01T04:15:04+0000,NY_TIMES,0
23,"Tara Thomas, Brandon Sammut",2014-06-01T04:15:05+0000,NY_TIMES,0
24,"Amanda Goodyke, Christian Damon",2014-06-01T04:15:05+0000,NY_TIMES,0
25,"Madeline Kamin, Michael Murphy",2014-06-01T04:15:05+0000,NY_TIMES,0
26,Thomas Peyser and Christopher Kogut,2014-06-01T04:15:05+0000,NY_TIMES,0
27,"Rebecca Hummel, Joseph Holliday",2014-06-01T04:15:06+0000,NY_TIMES,0
28,Esther Lee and Abraham Kim,2014-06-01T04:15:06+0000,NY_TIMES,0
29,Colleen Roh and Gerard Sinzdak,2014-06-01T04:15:06+0000,NY_TIMES,0
30,"Kristine Charbonneau, Conner O’Keefe",2014-06-01T04:15:07+0000,NY_TIMES,0
31,Alison Devenny and Edward Stautberg,2014-06-01T04:15:07+0000,NY_TIMES,0
32,"Rafael Cornejo, Anthony Sánchez",2014-06-01T04:15:07+0000,NY_TIMES,0
33,"Elizabeth Edelstein, Kenneth Payumo",2014-06-01T04:15:07+0000,NY_TIMES,0
34,"Jessica Parker, Matthew Brenner",2014-06-01T04:15:08+0000,NY_TIMES,0
35,"Julia Hilton, Robert Shuhy Jr.",2014-06-01T04:15:08+0000,NY_TIMES,0
36,"Jessica Gordon, Shanon LaCorte",2014-06-01T04:15:08+0000,NY_TIMES,0
37,"Laura Wexler, John Padro",2014-06-01T04:15:08+0000,NY_TIMES,0
38,"Shelley Capito, Colin Macleod",2014-06-01T04:15:09+0000,NY_TIMES,0
39,Jennifer Reese and John Cheever,2014-06-01T04:15:09+0000,NY_TIMES,0
40,"Sarah Rubin, Alexander Cohen",2014-06-01T04:15:09+0000,NY_TIMES,0
41,"Judith Briant, George Anesi",2014-06-01T04:15:10+0000,NY_TIMES,0
42,Caitlin Dunn and Alex Conant,2014-06-01T04:15:10+0000,NY_TIMES,0
43,"Melanie Burke, Eric Soufer",2014-06-01T04:15:10+0000,NY_TIMES,0
44,"Anna-Maria Demetriades, Harry Demas",2014-06-01T04:15:11+0000,NY_TIMES,0
45,"Gisela Winckler, Joerg Schaefer",2014-06-01T04:15:11+0000,NY_TIMES,0
46,"Amanda Pisano, Jonathan Sieg",2014-06-01T04:15:11+0000,NY_TIMES,0
47,A Romance on Stage and Television,2014-06-01T04:15:12+0000,NY_TIMES,0
48,"Andrea Rockey, Douglas Behrman",2014-06-01T04:15:12+0000,NY_TIMES,0
49,"Sarah Ifft, Charles Decker",2014-06-01T04:15:12+0000,NY_TIMES,0
50,"Alexandra Shookhoff, Jason Fuhrman",2014-06-01T04:15:13+0000,NY_TIMES,0
51,"Laura Roche, Giovanni Camera",2014-06-01T04:15:13+0000,NY_TIMES,0
52,"Rachel Adler, Adam Zalisk",2014-06-01T04:15:13+0000,NY_TIMES,0
53,"Laura Lombardi, Jason Karl",2014-06-01T04:15:14+0000,NY_TIMES,0
54,"Katie Ostrager, William Morel",2014-06-01T04:15:14+0000,NY_TIMES,0
55,The Penguins Played Their Part,2014-06-01T04:15:15+0000,NY_TIMES,0
56,An Online Surprise,2014-06-01T04:15:19+0000,NY_TIMES,0
57,Cuomo Secures Support of Working Families Party,2014-06-01T04:22:12+0000,NY_TIMES,0
58,Duncan Gives Spurs Another Shot at the Heat,2014-06-01T04:49:27+0000,NY_TIMES,0
59,"Corrections: June 1, 2014",2014-06-01T06:18:49+0000,NY_TIMES,0
60,Philadelphia Inquirer Co-Owner Among 7 Killed in Massachusetts Plane Crash,2014-06-01T07:34:50+0000,NY_TIMES,0
61,"Test Yourself | E.L.L. Practice, June 2, 2014",2014-06-01T08:35:52+0000,NY_TIMES,0
62,Study May Alter Approach to Prostate Cancer,2014-06-01T11:30:01+0000,NY_TIMES,0
63,Tracking Obama’s Climate Rules for Power Plants,2014-06-01T11:30:44+0000,NY_TIMES,0
64,In Our Pages: June 2,2014-06-01T11:54:28+0000,NY_TIMES,0
65,"Long After a Divorce, the Question of Family Photographs Lingers",2014-06-01T12:36:57+0000,NY_TIMES,0
66,Hagel Celebrates U.S. Soldier’s Release With a Surprise Afghan Visit ,2014-06-01T12:51:37+0000,NY_TIMES,0
67,World’s Best Dad,2014-06-01T13:00:19+0000,NY_TIMES,0
68,Suspect Held in Jewish Museum Killings,2014-06-01T13:12:24+0000,NY_TIMES,0
69,"Intruders for the Plugged-In Home, Coming In Through the Internet",2014-06-01T15:00:46+0000,NY_TIMES,0
70,What’s On Sunday,2014-06-01T15:19:46+0000,NY_TIMES,0
71,"Federer’s Exit Is No Shock, Especially to His Opponent",2014-06-01T15:54:14+0000,NY_TIMES,0
