,class,text,word_count,question_mark,exclamation_mark,start_digit,start_question,longest_word_len,avg_word_len,ratio_stopwords
0,0,"['death', 'former', 'nba', 'player', 'lorenzen', 'wright', 'rule', 'homicide']",0.33333333333333337,0.0,0.0,0.0,0.0,0.18181818181818188,0.3838853462432553,0.4
1,0,"['rangel', 'face', 'ethic', 'charge', 'say', 'may', 'overzealous', 'serve', 'public']",0.5555555555555555,0.0,0.0,0.0,0.0,0.4545454545454546,0.3991127983109043,0.5714
2,0,"['top', 'military', 'official', 'wikileaks', 'founder', 'may', 'blood', 'hand']",0.38888888888888884,0.0,0.0,0.0,0.0,0.2727272727272728,0.4226577662138241,0.5454
3,0,"['gov', 'file', 'appeal', 'overturn', 'injunction', 'part', 'immigration', 'law']",0.4444444444444444,0.0,0.0,0.0,0.0,0.4545454545454546,0.4016507069888461,0.5
4,0,"['citi', 'pay', '73m', 'mislead', 'investor']",0.16666666666666663,0.0,0.0,0.0,0.0,0.36363636363636376,0.353409115144277,0.5714
5,0,"['house', 'ethic', 'committee', 'accuse', 'veteran', 'charles', 'rangel', '13', 'violation', 'house', 'rule']",0.611111111111111,0.0,0.0,0.0,0.0,0.36363636363636376,0.44076435837829775,0.4
6,0,"['source', 'rangel', 'close', 'deal', 'ethic', 'committee', 'alleged', 'house', 'rule', 'violation']",0.5555555555555555,0.0,0.0,0.0,0.0,0.36363636363636376,0.44481648147753206,0.5714
7,0,"['shirley', 'sherrod', 'say', 'intend', 'sue', 'blogger', 'release', 'video', 'clip']",0.4444444444444444,0.0,0.0,0.0,0.0,0.18181818181818188,0.3838853462432553,0.5
8,0,"['senator', 'arlington', 'grave', 'may', 'bad', 'thought']",0.2777777777777778,0.0,0.0,0.0,0.0,0.2727272727272728,0.4549681161892981,0.4444
9,0,"['violence', 'target', 'iraqi', 'military', 'kill', 'least', '21', 'people']",0.2777777777777778,0.0,0.0,0.0,0.0,0.2727272727272728,0.5023779564503402,0.2222
10,0,"['four', 'crew', 'member', 'kill', 'alaska', 'plane', 'crash', 'military', 'say']",0.33333333333333337,0.0,0.0,0.0,0.0,0.18181818181818188,0.40521230992343604,0.2
11,0,"['criminal', 'charge', '7', 'michael', 'jackson', 'doctor']",0.2777777777777778,0.0,0.0,0.0,0.0,0.18181818181818188,0.3838853462432553,0.6666
12,0,"['military', 'plane', 'crash', 'train', 'mission', 'alaska']",0.2222222222222222,0.0,0.0,0.0,0.0,0.18181818181818188,0.5171788692443856,0.5
13,0,"['justice', 'department', 'review', 'report', 'fbi', 'test', 'cheating']",0.2222222222222222,0.0,0.0,0.0,0.0,0.36363636363636376,0.6504723922455159,0.25
14,0,"['french', 'couple', 'hold', 'body', '8', 'infant', 'find']",0.2777777777777778,0.0,0.0,0.0,0.0,0.09090909090909094,0.3128025762972124,0.4444
15,0,"['mexican', 'foreign', 'affairs', 'secretary', 'call', 'decision', 'arizona', 'immigration', 'law', 'step', 'right', 'direction']",0.6666666666666666,0.0,0.0,0.0,0.0,0.4545454545454546,0.5305082215444986,0.5
16,0,"['judge', 'block', 'part', 'controversial', 'arizona', 'immigration', 'law']",0.2222222222222222,0.0,0.0,0.0,0.0,0.6363636363636365,0.6771310968457421,0.25
17,0,"['pakistan', 'survivor', 'airliner', '152', 'aboard', 'crash', 'near', 'islamabad']",0.38888888888888884,0.0,0.0,0.0,0.0,0.2727272727272728,0.5777687730597795,0.5454
18,0,"['report', 'billions', 'iraq', 'reconstruction', 'unaccounted', 'lax', 'oversight', 'blame']",0.33333333333333337,0.0,0.0,0.0,0.0,0.7272727272727273,0.7464437288063298,0.4
19,0,"['new', 'york', 'city', 'pay', '7', 'million', 'victim', '2006', 'sean', 'bell', 'shoot']",0.6666666666666666,0.0,0.0,0.0,0.0,0.18181818181818188,0.15728635714133377,0.625
20,0,"['nebraska', 'city', 'council', 'delay', 'enforcement', 'new', 'immigration', 'law']",0.2777777777777778,0.0,0.0,0.0,0.0,0.4545454545454546,0.620849239693745,0.2222
21,0,"['army', 'expand', 'probe', 'soldier', 'suspect', 'early', 'leak']",0.2777777777777778,0.0,0.0,0.0,0.0,0.2727272727272728,0.47866237283797897,0.4444
22,0,"['charles', 'rangel', 'new', 'york', 'confirms', 'settlement', 'talk', 'ethic', 'panel']",0.4444444444444444,0.0,0.0,0.0,0.0,0.36363636363636376,0.43720275544370735,0.3334
23,0,"['louisiana', 'well', 'emit', 'oil', 'gas', 'vessel', 'strike']",0.2222222222222222,0.0,0.0,0.0,0.0,0.2727272727272728,0.4905201646441596,0.25
24,0,"['obama', 'leaked', 'document', 'shed', 'much', 'new', 'light', 'afghan', 'war']",0.38888888888888884,0.0,0.0,0.0,0.0,0.2727272727272728,0.30634050630211773,0.1818
25,0,"['utah', 'court', 'order', 'new', 'trial', 'polygamist', 'leader', 'warren', 'jeffs']",0.33333333333333337,0.0,0.0,0.0,0.0,0.36363636363636376,0.426539273603617,0.2
26,0,"['outgoing', 'bp', 'executive', 'tony', 'hayward', 'blame', 'many', 'company', 'gulf', 'disaster']",0.38888888888888884,0.0,0.0,0.0,0.0,0.2727272727272728,0.5583825630744951,0.1818
27,0,"['british', 'prime', 'minister', 'david', 'cameron', 'call', 'gaza', 'prison', 'camp']",0.33333333333333337,0.0,0.0,0.0,0.0,0.18181818181818188,0.426539273603617,0.2
28,0,"['greenpeace', 'briefly', 'shut', 'bp', 'station', 'london']",0.2222222222222222,0.0,0.0,0.0,0.0,0.36363636363636376,0.4905201646441596,0.5
