,class,text,word_count,question_mark,exclamation_mark,start_digit,start_question,longest_word_len,avg_word_len,ratio_stopwords
0,0,"['italian', 'man', 'kidnap', 'follow', 'arm', 'attack', 'italy', 'embassy', 'yemen', 'capital', 'sanaa', 'details', 'soon']",0.55,0.0,0.0,0.0,0.0,0.30769230769230765,0.4173592240712458,0.3317409766454352
1,0,"['dutch', 'marianne', 'vos', 'win', 'woman', 'cycle', 'road', 'race', 'lizzie', 'armitstead', 'claim', 'teamgb', '1st', 'london2012', 'medal', 'silver']",0.65,0.0,0.0,0.0,0.0,0.38461538461538464,0.40771961838268833,0.19656758669497523
2,0,"['british', 'runner', 'paula', 'radcliffe', 'rule', 'woman', 'marathon', 'london2012', 'medical', 'reason']",0.5,0.0,0.0,0.0,0.0,0.38461538461538464,0.4363607513338754,0.5897027600849256
3,0,"['british', 'f1', 'driver', 'lewishamilton', 'win', 'hungarian', 'grand', 'prix', 'mclaren', 'ahead', 'lotus', 'kimi', 'raikkonen', 'details', 'soon']",0.6000000000000001,0.0,0.0,0.0,0.0,0.6153846153846154,0.47059523573397866,0.20806794055201697
4,0,"['uzbek', 'artistic', 'gymnast', 'luiza', 'galiulina', 'provisionally', 'suspend', 'london2012', 'fail', 'drug', 'test', 'details', 'soon']",0.5,0.0,0.0,0.0,0.0,0.6153846153846154,0.6479362119919867,0.23584571832979476
5,0,"['syria', 'foreign', 'minister', 'walid', 'say', 'rebel', 'defeat', 'aleppo', 'offensive', 'take', 'place']",0.65,0.0,0.0,0.0,0.0,0.30769230769230765,0.40771961838268833,0.5897027600849256
6,0,"['first', 'gold', 'medal', 'london2012', 'go', 'china', 'yi', 'siling', 'woman', 'air', 'rifle', 'shoot', 'details', 'soon']",0.65,0.0,0.0,0.0,0.0,0.38461538461538464,0.3195549120336394,0.2949398443029016
7,0,"['london2012', 'opening', 'ceremony', 'peak', 'audience', 'million', 'uk', 'accord', 'bbc', 'research', 'details', 'soon']",0.55,0.0,0.0,0.0,0.0,0.38461538461538464,0.4173592240712458,0.3317409766454352
8,0,"['number', 'fsa', 'fighter', 'wound', 'amp', 'kill', 'rebels', 'edgy', 'say', 'bbcipannell', 'aleppo', 'syria', 'army', 'close']",0.75,0.0,0.0,0.0,0.0,0.4615384615384616,0.2809964892794097,0.5307855626326964
9,0,"['syrian', 'army', 'tank', 'move', 'district', 'aleppo', 'ahead', 'offensive', 'rebel', 'details', 'come']",0.6000000000000001,0.0,0.0,0.0,0.0,0.30769230769230765,0.38891643691611955,0.5203467799009199
10,0,"['picture', 'olympic', 'opening', 'ceremony', 'firework', 'flame', 'david', 'beckham', 'usain', 'bolt']",0.6000000000000001,0.0,0.0,0.0,0.0,0.30769230769230765,0.3677727750560327,0.6634819532908705
11,0,"['watch', 'moment', 'olympic', 'flame', 'light', 'seven', 'young', 'british', 'athlete']",0.4,0.0,0.0,0.0,0.0,0.23076923076923078,0.28480472856377803,0.5444090587402689
12,0,"['olympic', 'flame', 'alight', 'symbol', 'peaceful', 'come', 'together', 'nation', 'huwbbc', 'bbc2012', 'olympicceremony']",0.65,0.0,0.0,0.0,0.0,0.7692307692307694,0.43558720272923823,0.6243807501769285
