full_title,date
"It's not often an Irish woman lands on the cover of British Vogue,.Now activist Sinead Burke has done it ...",2019
New immigrant registration system for students introduced,2019
Victorian-era sex toy ‘returned to Ireland’ after crowdfunding bid,2019
"“There is a sense among Catholics that they have inherited injustice. I have marched with the students and sung, 'We shall overcome'”",2019
"The dildo, which is at least 130 years old, and is believed to have been owned by a wealthy Anglo-Irish household, received more than 100 bids from nearly 40 different countries when it was auctioned in April 2017",2019
Book of evidence served on Alan Wilson,2019
High Court suspends declaration of unconstitutionality of law,2019
Irish teenager wins Google science award for microplastics project,2019
"The public services card (PSC) system runs the risk of becoming a centralised database containing intimate, personal information, the UN’s special rapporteur on extreme poverty Philip Alston has said",2019
Man (62) returned for trial on charge of sexually assaulting girl in hospital,2019
"Sponsored: ""It’s handier than driving and much easier for us - you can close your eyes and simply relax""",2019
UCC lecturer named new special rapporteur on child protection,2019
Opening hours of children’s urgent care centre restricted by a further three hours a day,2019
A Cork man who raped his neighbour after she asked him to leave her house has been jailed for 7½ years,2019
Medical Council urged to review language skill assessment for doctors,2019
Hung jury in trial of Louth woman charged with murdering boyfriend,2019
Man who took part in robbery ‘spree’ jailed for five and a half years,2019
Motor assessor tells Ennis court the two cars never collided,2019
Man who raped neighbour after refusing to leave her house jailed for 7½ years,2019
Businessman Jim Mansfield jnr will seek trial date,2019
Cork’s Shakey Bridge to close for major €1.7m renovation,2019
Boy who claimed deflated ball led to injury fails in court action,2019
Netherlands’ ‘burka ban’ set to unravel before it begins,2019
Gardaí admit they were not prepared for Regency Hotel attack,2019
Two men jailed over €5.5m forestry investment fraud,2019
"UK prime minister Boris Johnson visits a Scottish naval base, an 8-year-old boy is killed by a train after being pushed from a platform in Germany and a Galway Imam inspects the damage to a mosque following an early morning attack - Images of the Day",2019
Siblings seek ‘enhanced inquest’ into brother’s killing,2019
Do you have an old story to tell? We would like to hear it,2019
Former Christian Brother charged with assaulting schoolboy,2019
Garda announces reshuffle following promotions,2019
The judge granted a six-month stay to each of the Mays on the execution of the repossession orders to allow them time to find alternative accommodation,2019
Waiting list for Fair Deal scheme up 16 per cent in just three weeks,2019
Gerald Jennings said through his solicitors the verdict 'sent a strong message to the public that the high standard of conduct expected from our gardaí was not met in this case',2019
The Supreme Court has dismissed an appeal by businessman and anti-eviction activist Jerry Beades against a €9.6 million judgment order granted against him concerning loans advanced for a development of 48 apartments in north inner city Dublin.,2019
Greta Thunberg to sail across Atlantic for UN climate summits,2019
Man awarded €1.1m for wrongful arrest by gardaí over attack on fiancee,2019
A Proper Person to be Detained review: A difficult family story,2019
Separated couple have second house repossessed over €2m mortgage debt,2019
