,text,date,source,value
0,Redundancy consultation period to be halved to 45 days,2012-12-18T10:33:35Z,Guardian,0
1,"Romeo Beckham, 10, stars in new Burberry ad campaign - video",2012-12-18T10:33:00Z,Guardian,0
2,"After the Newtown shooting, is it time to talk about mental health and crime? | Philip Oltermann",2012-12-18T10:30:43Z,Guardian,0
3,"London rental sector ""needs greater regulation""",2012-12-18T10:21:41Z,Guardian,0
4,Newtown buries first shooting victims - video,2012-12-18T10:21:00Z,Guardian,0
5,Kidnapped NBC journalist freed after firefight in Syria,2012-12-18T10:16:00Z,Guardian,0
6,2012 in fashion: the year in review,2012-12-18T10:15:00Z,Guardian,0
7,The Voice puts skids on comeback kid | Media Monkey,2012-12-18T10:06:33Z,Guardian,0
8,"Eyewitness: Newtown, Connecticut",2012-12-18T10:03:00Z,Guardian,0
9,Roundup: let's talk about NEDs,2012-12-18T10:02:10Z,Guardian,0
10,"Syria: after Assad falls, what then? | Haytham Manna",2012-12-18T10:00:01Z,Guardian,0
11,Knitwear: the fashion line-up - in pictures,2012-12-18T10:00:00Z,Guardian,0
12,The week in TV: Boardwalk Empire; SPOTY; British Comedy Awards; Little Crackers; Richard E Grant's Hotel Secrets; Inside Claridge's - video review,2012-12-18T10:00:00Z,Guardian,0
13,NHS to publish surgeons' survival rate league tables,2012-12-18T09:58:00Z,Guardian,0
14,The road to Tibet,2012-12-18T09:51:39Z,Guardian,0
15,Chasing Ice filmmakers plumb the 'bottomless' depths of climate change - video,2012-12-18T09:50:00Z,Guardian,0
16,German energy consumers transform into local energy providers,2012-12-18T09:49:00Z,Guardian,0
17,Pro-gun control protests as White House promises swift measures - video,2012-12-18T09:48:00Z,Guardian,0
18,Burma opens up to BBC news TV channel,2012-12-18T09:39:44Z,Guardian,0
19,G4S leads the way as FTSE 100 moves higher on US fiscal cliff hopes,2012-12-18T09:36:13Z,Guardian,0
20,"So what does a market analyst do, exactly?",2012-12-18T09:30:01Z,Guardian,0
21,How's your university application coming along?,2012-12-18T09:30:00Z,Guardian,0
22,The Impossible stars Ewan McGregor and Naomi Watts - video interview,2012-12-18T09:22:00Z,Guardian,0
23,Northern Ireland police arrest children during riots,2012-12-18T09:07:20Z,Guardian,0
24,Queen attends cabinet: Politics live blog,2012-12-18T09:04:00Z,Guardian,0
25,Christmas can be very Zen | Mia Hansson,2012-12-18T09:00:03Z,Guardian,0
26,New music: The Good Natured – 5-HT (Loadstar remix),2012-12-18T09:00:00Z,Guardian,0
27,Liesl and Po by Lauren Oliver - review,2012-12-18T09:00:00Z,Guardian,0
28,Kids' Christmas books - in pictures,2012-12-18T09:00:00Z,Guardian,0
29,Indifference and the effects of COP18: have we missed the boat on climate change?,2012-12-18T09:00:00Z,Guardian,0
30,Journalistic lessons from Sandy Hook - how to find facts among the fiction,2012-12-18T08:50:03Z,Guardian,0
31,Today's media stories from the papers,2012-12-18T08:50:00Z,Guardian,0
32,Football transfer rumours: Tottenham to sign Christian Eriksen?,2012-12-18T08:48:52Z,Guardian,0
33,The outlook for 2013: managing decline in the housing sector,2012-12-18T08:45:01Z,Guardian,0
34,UK's DfID accused of double standards over refusal to lift lid on contractors,2012-12-18T08:45:00Z,Guardian,0
35,In praise of dear Guardian readers,2012-12-18T08:30:04Z,Guardian,0
36,Learning disabilities: top tips for Christmas,2012-12-18T08:30:03Z,Guardian,0
37,"Nutrition: health professionals can advise, but parents have the final say",2012-12-18T08:30:01Z,Guardian,0
38,All the makings of a Christmas scandal?,2012-12-18T08:30:00Z,Guardian,0
39,The Tories are losing their vile war on 'scroungers' | Polly Toynbee,2012-12-18T08:29:01Z,Guardian,0
40,Apple request for US ban on Samsung smartphone sales rejected by judge,2012-12-18T08:12:46Z,Guardian,0
41,Local government chief executive job swap,2012-12-18T08:00:01Z,Guardian,0
42,Jules Pipe | There are solutions to London's housing crisis,2012-12-18T08:00:00Z,Guardian,0
43,Christmas nativity plays – the importance of being Mary,2012-12-18T08:00:00Z,Guardian,0
44,Employee ownership: Remploy and beyond,2012-12-18T07:30:02Z,Guardian,0
45,Rape Crisis is 40 – and the need is greater than ever,2012-12-18T07:00:04Z,Guardian,0
46,Chatterbox: Tuesday,2012-12-18T07:00:02Z,Guardian,0
47,King Richard III's medieval inn recreated by archaeologists,2012-12-18T06:40:21Z,Guardian,0
48,Use impact measurement to show value for money,2012-12-18T06:35:01Z,Guardian,0
49,We need to iron out problems with payment by results,2012-12-18T06:30:01Z,Guardian,0
50,"Boot up: ITU zombies?, Google Maps v EU, Twitter v celebs, Nexus 4 complaints and more",2012-12-18T06:30:00Z,Guardian,0
51,Thousands of the most damaged children in care being failed,2012-12-18T06:15:00Z,Guardian,0
52,Coalition faces backbench rebellion on energy bill,2012-12-18T06:00:01Z,Guardian,0
53,"A month in space: galaxies like fireflies, a bridge of hot gas, and a catastrophic decline in cosmic GDP – in pictures",2012-12-18T06:00:00Z,Guardian,0
54,Obama moves to avert fiscal cliff with new offer on tax threshold,2012-12-18T02:40:00Z,Guardian,0
55,Eyewitness architecture: Georges Pompidou Centre,2012-12-18T02:15:00Z,Guardian,0
56,"Eyewitness Extra: Tbilisi, Georgia",2012-12-18T02:15:00Z,Guardian,0
57,"Eyewitness Extra: Pyongyang, North Korea",2012-12-18T02:15:00Z,Guardian,0
58,"Eyewitness Extra: Anchorage, Alaska",2012-12-18T02:15:00Z,Guardian,0
59,The Nutcracker's 120th anniversary celebrated in Google doodle,2012-12-18T01:58:29Z,Guardian,0
60,Former Harmoni clinician warns of 'dangerous' pressure on appointments,2012-12-18T01:20:00Z,Guardian,0
61,Arsène Wenger praises Arsenal for bouncing back from 'super-crisis',2012-12-18T00:53:07Z,Guardian,0
62,NHS to drop poverty as yardstick for local funding,2012-12-18T00:50:00Z,Guardian,0
63,Loyalist protesters threaten Alliance party members at council meeting,2012-12-18T00:42:59Z,Guardian,0
64,Phone calls to poorly-staffed HMRC advice lines cost taxpayers millions,2012-12-18T00:19:24Z,Guardian,0
65,David Cameron: withdrawal from EU is imaginable,2012-12-18T00:07:00Z,Guardian,0
66,The Gallery 2012: readers' review of the year,2012-12-18T00:06:00Z,Guardian,0
67,"£5bn illegally taken out of Zambia over past decade, says report",2012-12-18T00:03:00Z,Guardian,0
68,Guardian News & Media press release: The Guardian and Audible.co.uk launch the Guardian Audio Edition.,2012-12-18T00:02:00Z,Guardian,0
69,Romain Grosjean to stay at Lotus for 2013 Formula One season,2012-12-18T00:01:02Z,Guardian,0
70,"Home-schooled children face 'postcode lottery' of official support, say MPs",2012-12-18T00:01:01Z,Guardian,0
71,Scotland's population at record high,2012-12-17T23:41:17Z,Guardian,0
72,In Theo Walcott Arsène Wenger has found the striker Arsenal need | Richard Williams,2012-12-17T23:37:14Z,Guardian,0
73,"TV chefs' recipes may be less healthy than ready meals, study finds",2012-12-17T23:30:00Z,Guardian,0
74,Steve Bell on Nick Clegg's fifth year as Lib Dem leader – cartoon,2012-12-17T23:12:00Z,Guardian,0
75,"Bernard Rose: Tolstoy, America and me",2012-12-17T23:11:56Z,Guardian,0
76,Rafael Benítez must drag Chelsea from disappointment to delight | Dominic Fifield,2012-12-17T23:00:02Z,Guardian,0
77,Brendan Rodgers doubts Liverpool can afford 'top players' in January,2012-12-17T23:00:01Z,Guardian,0
78,Hopes of deal rise as Obama and Boehner meet again for fiscal cliff talks,2012-12-17T22:57:00Z,Guardian,0
79,Hugh Muir's diary,2012-12-17T22:50:01Z,Guardian,0
80,Police officer injured in Belfast protest,2012-12-17T22:38:00Z,Guardian,0
81,Connecticut governor Dan Malloy calls for stricter gun laws after Sandy Hook,2012-12-17T22:36:49Z,Guardian,0
82,Imminent end of injury outbreak could prove terrific for Tottenham,2012-12-17T22:36:00Z,Guardian,0
83,In praise of … English spin | Editorial,2012-12-17T22:26:48Z,Guardian,0
84,TV review: Bad Santas,2012-12-17T22:10:01Z,Guardian,0
85,Leeds' Neil Warnock unsure whether to shake with Chelsea's Rafa Benítez,2012-12-17T22:05:01Z,Guardian,0
86,England's series win in India: 10 turning points | Rob Smyth,2012-12-17T22:00:01Z,Guardian,0
87,Reading 2-5 Arsenal | Premier League match report,2012-12-17T21:58:45Z,Guardian,0
88,Reading v Arsenal – as it happened | Jacob Steinberg,2012-12-17T21:50:00Z,Guardian,0
89,The arts: beauty and the bean counters | Editorial,2012-12-17T21:47:28Z,Guardian,0
90,Martin Scorsese to produce and direct HBO film on Bill Clinton,2012-12-17T21:20:11Z,Guardian,0
91,Letters: Northern stars are right about one thing: it is all grim,2012-12-17T21:00:05Z,Guardian,0
92,Letters: Mental block over gun control makes me ashamed to be American,2012-12-17T21:00:04Z,Guardian,0
93,Letters: Christmas vote for turkeys,2012-12-17T21:00:04Z,Guardian,0
94,Letters: Christmas cards should be seen as goodwill gestures,2012-12-17T21:00:03Z,Guardian,0
95,The Leveson report is a charter for control freaks in policing | Vikram Dodd,2012-12-17T21:00:02Z,Guardian,0
96,"Country diary: Farlington Marshes, Hampshire: Feasting on ants with a lick and a cackle",2012-12-17T21:00:01Z,Guardian,0
97,'Plebgate' police officer investigated over witness claims,2012-12-17T20:57:57Z,Guardian,0
98,Newtown buries first two of 20 children killed in Sandy Hook school shooting,2012-12-17T20:51:00Z,Guardian,0
99,"Mark Carney, next Bank of England governor, cleared of conflict of interest",2012-12-17T20:50:17Z,Guardian,0
100,Family sues out-of-hours GP provider and nurse over death liability,2012-12-17T20:50:01Z,Guardian,0
101,The obstacles facing the White House on gun control | Harry J Enten,2012-12-17T20:34:43Z,Guardian,0
102,Japan: regional tremors | Editorial,2012-12-17T20:33:01Z,Guardian,0
103,"In the US, mass child killings are tragedies. In Pakistan, mere bug splats | George Monbiot",2012-12-17T20:30:02Z,Guardian,0
104,Picture desk live: the best news pictures of the day,2012-12-17T20:29:00Z,Guardian,0
105,Paul Nicholls reeling as Al Ferof and Big Buck's found to be injured,2012-12-17T20:26:44Z,Guardian,0
106,White House says Obama will move swiftly on gun control after Newtown,2012-12-17T20:24:00Z,Guardian,0
107,Comet closes remaining shops as losses hit £230m,2012-12-17T20:19:14Z,Guardian,0
108,Banking reform: should we ringfence the banks or break them up? | Nils Pratley,2012-12-17T20:13:23Z,Guardian,0
109,"Two police officers shot dead in Topeka, Kansas as US gun murders mount",2012-12-17T20:12:00Z,Guardian,0
110,Joleon Lescott may consider January move from Manchester City,2012-12-17T20:05:10Z,Guardian,0
111,"Harmoni out-of-hours GP service putting patients at risk, say doctors",2012-12-17T20:01:00Z,Guardian,0
112,"War is raging in Aleppo but in a classroom 40km away, there are grounds for hope | Luke Harding",2012-12-17T20:00:02Z,Guardian,0
113,Higher education: our MP3 is the mooc,2012-12-17T20:00:01Z,Guardian,0
114,Obama targets gun control after horror of Newtown – but will Congress act?,2012-12-17T20:00:00Z,Guardian,0
115,TV highlights 18/12/2012,2012-12-17T19:59:01Z,Guardian,0
116,Chile's centre-left opposition finds new hope as women mark a political shift,2012-12-17T19:58:50Z,Guardian,0
117,David Cameron's eurozone mix gets the party started,2012-12-17T19:46:03Z,Guardian,0
118,Ofsted is the last thing you need when a pupil is having a tantrum,2012-12-17T19:45:01Z,Guardian,0
119,"Ebacc plans imperil Olympic legacy, say sports chiefs",2012-12-17T19:43:46Z,Guardian,0
120,Labour asks for party leaders' meeting to thrash out Leveson deal,2012-12-17T19:42:58Z,Guardian,0
121,Kipper Williams on Libor,2012-12-17T19:37:00Z,Guardian,0
122,We don't need secret courts to protect our US relations  | David Davis,2012-12-17T19:36:59Z,Guardian,0
123,New York mayor Michael Bloomberg demands a plan for gun control,2012-12-17T19:31:52Z,Guardian,0
124,Universities fear teenage brain drain,2012-12-17T19:30:01Z,Guardian,0
125,Syriza says attack on MP was 'brutal assassination attempt',2012-12-17T19:25:20Z,Guardian,0
126,Google close to deal with US regulators over patents dispute,2012-12-17T19:21:57Z,Guardian,0
127,Former poster boy of Icelandic boom charged with criminal offences,2012-12-17T19:16:00Z,Guardian,0
128,If only Marx had used emoticons,2012-12-17T19:14:01Z,Guardian,0
129,Optimistic analysts trigger Aggreko outage,2012-12-17T19:12:50Z,Guardian,0
130,Did NPR's Andy Carvin overreach his Twitter calling on Newtown shooting? | Michael Wolff,2012-12-17T19:12:00Z,Guardian,0
131,49ers clinch playoff spot as Cowboys fight for NFC East lead | Paolo Bandini and Cian Fahey,2012-12-17T19:11:39Z,Guardian,0
132,Press regulation: the post-Leveson deal to satisfy Nick Clegg?,2012-12-17T19:07:00Z,Guardian,0
133,Bill of rights: long-awaited report to put fresh strain on coalition,2012-12-17T19:02:06Z,Guardian,0
134,Corrections and clarifications,2012-12-17T19:02:00Z,Guardian,0
135,Maldives police accused of civil rights abuses being trained by Scottish police,2012-12-17T19:01:20Z,Guardian,0
136,Why Andy Flower is indisputably England's best-ever coach | Andy Bull,2012-12-17T19:01:13Z,Guardian,0
137,Graça Machel: 'We continue to fight',2012-12-17T19:00:00Z,Guardian,0
138,Pickles Plaza: an unlikely department store,2012-12-17T19:00:00Z,Guardian,0
139,"End of term resources: quizzes, crafts and cookies for your last lessons",2012-12-17T18:50:00Z,Guardian,0
140,Behind the scenes at York Theatre Royal panto,2012-12-17T18:49:00Z,Guardian,0
141,How to teach ... homelessness,2012-12-17T18:45:01Z,Guardian,0
142,A panto's progress: behind the scenes at Robin Hood and His Merry Mam,2012-12-17T18:43:26Z,Guardian,0
143,Baha Mousa: guilty verdict on doctor should force an inquiry into Iraq abuse | Andrew Williams,2012-12-17T18:40:01Z,Guardian,0
144,Aggreko shares short circuit after warning on sales and profits,2012-12-17T18:39:00Z,Guardian,0
145,Kesgrave Hall: MP urges police to reopen child abuse inquiry,2012-12-17T18:34:52Z,Guardian,0
146,Defence staff chief sets out vision for the UK's armed forces,2012-12-17T18:31:46Z,Guardian,0
147,A Nativity for our times,2012-12-17T18:30:00Z,Guardian,0
148,Syrian army tanks close in on Damascus Palestinian camp,2012-12-17T18:27:53Z,Guardian,0
149,Hugh Grant will fight until election to derail press regulation 'stitch-up',2012-12-17T18:26:37Z,Guardian,0
150,Guardian Camera Club: Chris Grimwood on depth of field,2012-12-17T18:22:57Z,Guardian,0
151,Guardian Camera Club: Andrew Smith on depth of field,2012-12-17T18:22:27Z,Guardian,0
152,RBS still negotiating with FSA over Libor fine,2012-12-17T18:20:00Z,Guardian,0
153,"Best theatre of 2012, No 5: Mies Julie, Edinburgh fringe",2012-12-17T18:19:34Z,Guardian,0
154,Housing benefit changes challenged in high court,2012-12-17T18:16:46Z,Guardian,0
155,Alan Morcombe's departure heralds a fresh start for Horsemen's Group,2012-12-17T18:14:58Z,Guardian,0
156,Android apps scoop prizes in 2012 Smart Accessibility Awards contest,2012-12-17T18:08:06Z,Guardian,0
157,How British cycling got so good and what other sports could learn from it | Owen Gibson,2012-12-17T18:05:29Z,Guardian,0
158,Paul Wolfson obituary,2012-12-17T18:05:02Z,Guardian,0
159,Fracking lobbyists prepare case against Matt Damon's Promised Land,2012-12-17T18:05:00Z,Guardian,0
160,"Newtown survivors need routine and order, advises Dunblane psychologist",2012-12-17T18:05:00Z,Guardian,0
161,A Christmas Fair – review,2012-12-17T18:04:11Z,Guardian,0
162,"Inflation, jobs and intergenerational economics",2012-12-17T18:03:41Z,Guardian,0
163,How we made The Snowman stage show,2012-12-17T18:02:55Z,Guardian,0
164,NYPD for hire: how uniformed New York cops moonlight for banks | Naomi Wolf,2012-12-17T17:57:37Z,Guardian,0
165,Hymn/Cocktail Sticks – review,2012-12-17T17:49:48Z,Guardian,0
166,New press freedom group is launched to block US government attacks | Glenn Greenwald,2012-12-17T17:45:00Z,Guardian,0
167,Nick Clegg is setting out the Lib Dem stall at last – can we have some more? | Prateek Buch,2012-12-17T17:40:01Z,Guardian,0
168,Newtown holds funerals for victims of school massacre – in pictures,2012-12-17T17:40:00Z,Guardian,0
169,Puffin Post to become extinct,2012-12-17T17:40:00Z,Guardian,0
170,Peter Kennedy obituary,2012-12-17T17:39:23Z,Guardian,0
171,"Bradley Wiggins or Chris Froome as Tour leader? Form will decide, say Sky",2012-12-17T17:38:04Z,Guardian,0
