,text,date,source,value
0,"Danny Aiello, Do the Right Thing star, dies aged 86",2019-12-13T16:43:18Z,Guardian,0
1,This is a repudiation of Corbynism. Labour needs to ditch the politics of the sect | Jonathan Freedland,2019-12-13T16:41:44Z,Guardian,0
2,UK must be loyal on standards in return for market access – Macron,2019-12-13T16:34:06Z,Guardian,0
3,Locked-in Woodford investors have lost a fifth of their money,2019-12-13T16:31:25Z,Guardian,0
4,Burnley v Newcastle: match preview,2019-12-13T16:19:37Z,Guardian,0
5,Boris Johnson pledges to prioritise NHS after election victory,2019-12-13T16:19:01Z,Guardian,0
6,Why Britain cannot claim moral high ground after London 2012 | Barney Ronay,2019-12-13T16:18:11Z,Guardian,0
7,Pecsmas review – celebrate Christmas with John Travulva,2019-12-13T16:15:51Z,Guardian,0
8,Green groups urge Boris Johnson to act on climate,2019-12-13T16:15:50Z,Guardian,0
9,The Fiver | Time to do one apace to the Kerguelen Islands?,2019-12-13T16:04:34Z,Guardian,0
10,Essex lorry deaths: driver denies human trafficking charges,2019-12-13T16:04:14Z,Guardian,0
11,Joe Smith obituary,2019-12-13T15:55:35Z,Guardian,0
12,Johnson's Brexit needs to deliver economic benefits – and fast,2019-12-13T15:51:47Z,Guardian,0
13,TV presenter Caroline Flack arrested and charged with assault,2019-12-13T15:51:28Z,Guardian,0
14,Classic Dom clicks his fingers and the celebrations begin | John Crace,2019-12-13T15:50:43Z,Guardian,0
15,West Ham and Manuel Pellegrini are mired in a mess of their own making | Jacob Steinberg,2019-12-13T15:50:05Z,Guardian,0
16,NHS England 'on its knees' as performance figures hit new lows,2019-12-13T15:47:55Z,Guardian,0
17,'They're getting their just deserts': how traditional voters ditched Labour,2019-12-13T15:47:50Z,Guardian,0
18,Liverpool v Watford: match preview,2019-12-13T15:45:19Z,Guardian,0
19,Payment FAQs,2019-12-13T15:42:23Z,Guardian,0
20,'Devastated' Jo Swinson apologises to Lib Dems for election failure,2019-12-13T15:38:33Z,Guardian,0
21,Southampton v West Ham United: match preview,2019-12-13T15:33:52Z,Guardian,0
22,Don’t despair: a practical guide to making a difference – from food banks to fighting fake news,2019-12-13T15:21:10Z,Guardian,0
23,"Aside from Brexit, what else will Boris Johnson’s government ‘get done’? | Catherine Haddon",2019-12-13T15:20:40Z,Guardian,0
24,DUP and Sinn Féin under pressure to restore power sharing,2019-12-13T15:17:43Z,Guardian,0
25,House committee votes to advance articles of impeachment against Trump,2019-12-13T15:16:24Z,Guardian,0
26,'Time to move on': what the European papers say about UK election,2019-12-13T15:13:54Z,Guardian,0
27,London still a 'Labour city' after night of few changes,2019-12-13T15:11:45Z,Guardian,0
28,Election results 2019: Boris Johnson returned as PM with all constituencies declared,2019-12-13T15:11:20Z,Guardian,0
29,Thousands march in Algeria after controversial election result,2019-12-13T15:08:49Z,Guardian,0
30,The Vote 2019 review – James Graham's polling-station stunner,2019-12-13T15:06:45Z,Guardian,0
31,Marie Fredriksson obituary,2019-12-13T15:04:48Z,Guardian,0
32,Spike in Ebola cases alarms health officials in DRC,2019-12-13T15:01:45Z,Guardian,0
33,"You can’t fix everything, so start by accepting life’s niggles | Oliver Burkeman",2019-12-13T15:00:47Z,Guardian,0
34,How can I help my daughter decide what to do with her life?,2019-12-13T15:00:47Z,Guardian,0
35,Chelsea v Bournemouth: match preview,2019-12-13T14:54:41Z,Guardian,0
36,Election 2019: our panel's verdict – and what the results mean for them | The panel,2019-12-13T14:51:58Z,Guardian,0
37,Where do the Lib Dems go from here? We can start by working with Labour | Sean Kemp,2019-12-13T14:51:44Z,Guardian,0
38,Jeremy Corbyn 'very sad' at election defeat but feels proud of manifesto,2019-12-13T14:50:16Z,Guardian,0
39,The last-minute Christmas gift guide: 14 great ideas for late buyers,2019-12-13T14:44:51Z,Guardian,0
40,Crossrail delays will cost TfL up to £1.35bn in lost revenue,2019-12-13T14:43:39Z,Guardian,0
