,class,text,word_count,question_mark,exclamation_mark,start_digit,start_question,longest_word_len,avg_word_len,ratio_stopwords
0,0,"['hard', 'feelings', 'review', 'life', 'lesson', 'love', 'story', 'refugee', 'shelter']",0.5217391304347827,0.0,0.0,0.0,0.0,0.25,0.2868819806128924,0.42852857357132146
1,0,"['brexit', 'deal', 'vital', 'uk', 'economy', 'government', 'tell']",0.3043478260869565,0.0,0.0,0.0,0.0,0.375,0.4590200215412309,0.1666416679166042
2,0,"['ratchet', 'clause', 'could', 'sink', 'brexit', 'talk']",0.43478260869565216,1.0,0.0,0.0,1.0,0.1875,0.23770600646236928,0.7499625018749063
3,0,"['biden', 'pick', 'california', 'attorney', 'general', 'lead', 'us', 'covid', 'response']",0.391304347826087,0.0,0.0,0.0,0.0,0.375,0.508195995691754,0.13634318284085797
4,0,"['lexicon', 'brexit', 'say', 'mean']",0.391304347826087,0.0,0.0,0.0,0.0,0.4375,0.2801687888221669,0.8182090895455227
5,0,"['exiled', 'hong', 'kong', 'legislator', 'call', 'action', 'hsbc', 'bank', 'account', 'frozen']",0.43478260869565216,0.0,0.0,0.0,0.0,0.375,0.4221343523614206,0.25003749812509374
6,0,"['toyota', 'invest', 'electric', 'car', 'uk', '2027']",0.43478260869565216,0.0,0.0,0.0,0.0,0.25,0.2499963114330821,0.7499625018749063
7,0,"['mep', 'józsef', 'szájer', 'catch', 'orgy', 'hilarious', 'mean', 'whole', 'eu', 'sleazy', 'emma', 'beddington']",0.9130434782608696,0.0,0.0,0.0,0.0,0.375,0.24664709267155527,0.5453727313634319
8,0,"['assassination', 'iranian', 'scientist', 'make', 'joe', 'biden', 'job', 'harder', 'mohamad', 'bazzi']",0.5652173913043479,0.0,0.0,0.0,0.0,0.5625,0.40280626171120004,0.42852857357132146
9,0,"['kevin', 'sinfield', 'hop', 'marathon', 'fundraise', 'effort', 'help', 'find', 'mnd', 'cure']",0.391304347826087,0.0,0.0,0.0,0.0,0.4375,0.45454947843663795,0.13634318284085797
10,0,"['mother', 'girl', 'die', 'asthma', 'attack', 'know', 'nothing', 'pollution', 'risk']",0.47826086956521735,0.0,0.0,0.0,0.0,0.3125,0.2819688094781416,0.40002999850007503
11,0,"['min', 'birdsey', 'obituary']",0.043478260869565216,0.0,0.0,0.0,0.0,0.25,0.508195995691754,0.0
12,0,"['murmurs', 'discontent', 'brexit', 'talk', 'could', 'yet', 'become', 'roar']",0.391304347826087,0.0,0.0,0.0,0.0,0.375,0.3338300603449549,0.4090295485225739
13,0,"['mikel', 'arteta', 'blind', 'arsenal', 'shortcoming', 'ca', 'see', 'solution', 'nick', 'ames']",0.5652173913043479,0.0,0.0,0.0,0.0,0.5,0.3290349233515796,0.42852857357132146
14,0,"['happen', 'uk', 'eu', 'fail', 'agree', 'brexit', 'deal']",0.47826086956521735,1.0,0.0,0.0,1.0,0.1875,0.1336589108399605,0.6922153892305386
15,0,"['awhile', 'review', 'drama', 'weigh', 'cliche']",0.34782608695652173,0.0,0.0,0.0,0.0,0.5625,0.4196703896602093,0.4499775011249438
16,0,"['hard', 'remainers', 'would', 'accept', 'soft', 'brexit', 'pay', 'price', 'owen', 'jones']",0.6086956521739131,0.0,0.0,0.0,0.0,0.3125,0.31147734482198974,0.4999250037498125
17,0,"['realise', 'late', 'abstract', 'concrete', 'reality', 'brexit', 'ca', 'reconcile', 'zoe', 'williams']",0.6956521739130435,0.0,0.0,0.0,0.0,0.375,0.37800433775469566,0.6176691165441729
18,0,"['torino', 'fluff', 'chance', 'derby', 'win', 'familiar', 'collapse', 'juventus']",0.43478260869565216,0.0,0.0,0.0,0.0,0.25,0.40982929312303595,0.37498125093745316
19,0,"['mystery', 'illness', 'put', '450', 'hospital', 'indian', 'state', 'andhra', 'pradesh']",0.43478260869565216,0.0,0.0,0.0,0.0,0.25,0.34836301400180003,0.37498125093745316
20,0,"['thomasina', 'miers', 'recipe', 'pear', 'panettone', 'chocolate', 'trifle']",0.3043478260869565,0.0,0.0,0.0,0.0,0.3125,0.508195995691754,0.3332833358332084
