,class,text,word_count,question_mark,exclamation_mark,start_digit,start_question,longest_word_len,avg_word_len,ratio_stopwords
0,0,"['defending', 'lil', 'kim']",0.1176470588235294,0.0,0.0,0.0,0.0,0.3571428571428571,0.20930135208673445,0.0
1,0,"['federal', 'monitor', 'first', 'report', 'correction', 'department']",0.3529411764705882,0.0,0.0,0.0,0.0,0.4285714285714285,0.6079646141180739,0.2000559988800224
2,0,"['federal', 'monitors', 'rikers', 'island', 'cite', 'progress', 'violence']",0.4705882352941176,0.0,0.0,0.0,0.0,0.2857142857142857,0.4728675680578229,0.3110737785244295
3,0,"['women', 'report', 'assaults', 'german', 'music', 'festival']",0.3529411764705882,0.0,0.0,0.0,0.0,0.2857142857142857,0.448504890674927,0.2000559988800224
4,0,"['general', 'mills', 'recalls', 'flour', 'consumers', 'fall', 'ill']",0.4705882352941176,0.0,0.0,0.0,0.0,0.3571428571428571,0.4108446007227872,0.3110737785244295
5,0,"['israeli', 'officials', 'seek', 'ways', 'combat', 'boycott', 'effort']",0.4117647058823529,0.0,0.0,0.0,0.0,0.3571428571428571,0.4360444835140301,0.1749965000699986
6,0,"['undocumented', 'immigrants', 'license', 'teach']",0.3529411764705882,0.0,0.0,0.0,0.0,0.5714285714285714,0.448504890674927,0.6000279994400112
7,0,"['china', 'homeowners', 'find', 'land', 'doubt']",0.5294117647058824,0.0,0.0,0.0,0.0,0.4285714285714285,0.2790684694489793,0.6999860002799944
8,0,"['elections', 'board', 'aide', 'leaked', 'memo', 'critical', 'de', 'blasio']",0.5294117647058824,0.0,0.0,0.0,0.0,0.5,0.3372123850586741,0.2333753324933501
9,0,"['cheryl', 'mills', 'deposition']",0.1176470588235294,0.0,0.0,0.0,0.0,0.4285714285714285,0.6279040562602034,0.0
10,0,"['hillary', 'clinton', 'aide', 'says', 'little', 'thought', 'given', 'potential', 'issues', 'private', 'email']",0.7647058823529411,0.0,0.0,0.0,0.0,0.3571428571428571,0.4086399598141404,0.3000139997200056
11,0,"['david', 'wright', 'neck', 'injury', 'puts', 'james', 'loney', 'first', 'base', 'mets']",0.6470588235294117,0.0,0.0,0.0,0.0,0.14285714285714285,0.19933860772740591,0.3000139997200056
12,0,"['shari', 'redstone', 'intensifies', 'war', 'words', 'viacom']",0.4117647058823529,0.0,0.0,0.0,0.0,0.5,0.3837191454923465,0.3499930001399972
13,0,"['nuclear', 'plants', 'despite', 'safety', 'concerns', 'gain', 'support', 'clean', 'energy', 'sources']",0.5882352941176471,0.0,0.0,0.0,0.0,0.2857142857142857,0.4756861595992576,0.12725745485090298
14,0,"['innocence', 'established', 'former', 'florida', 'fugitive', 'runs', 'fun']",0.4705882352941176,0.0,0.0,0.0,0.0,0.5,0.4883698215357137,0.3110737785244295
15,0,"['excerpt', 'trump', 'university', 'playbook']",0.3529411764705882,0.0,0.0,0.0,0.0,0.4285714285714285,0.2651150459765304,0.4199916001679966
16,0,"['testimony', 'ronald', 'schnackenberg', 'former', 'employee', 'trump', 'university']",0.5294117647058824,0.0,0.0,0.0,0.0,0.6428571428571428,0.5441835154255097,0.4199916001679966
17,0,"['testimony', 'corrine', 'sommer', 'former', 'employee', 'trump', 'university']",0.5294117647058824,0.0,0.0,0.0,0.0,0.4285714285714285,0.4604629745908158,0.4199916001679966
18,0,"['testimony', 'jason', 'nicholas', 'former', 'employee', 'trump', 'university']",0.5294117647058824,0.0,0.0,0.0,0.0,0.4285714285714285,0.4604629745908158,0.4199916001679966
19,0,"['former', 'trump', 'university', 'workers', 'call', 'school', 'lie', 'scheme', 'testimony']",0.7647058823529411,0.0,0.0,0.0,0.0,0.4285714285714285,0.19379909860884365,0.3889122217555648
20,0,"['trial', 'begins', 'employees', 'owned', 'strip', 'club']",0.4705882352941176,0.0,0.0,0.0,0.0,0.3571428571428571,0.3488355868112241,0.3110737785244295
21,0,"['ice', 'cream', 'man', 'attacked', 'midtown', 'pretzel', 'vendor', 'bat', 'police', 'say']",0.5882352941176471,0.0,0.0,0.0,0.0,0.2857142857142857,0.3488355868112241,0.12725745485090298
22,0,"['decent', 'work', 'men', 'women']",0.3529411764705882,0.0,0.0,0.0,0.0,0.14285714285714285,0.18936190994460486,0.6000279994400112
23,0,"['military', 'deaths', 'operations', 'isis']",0.3529411764705882,0.0,0.0,0.0,0.0,0.4285714285714285,0.4285654485327974,0.3999720005599888
24,0,"['mets', 'owners', 'begin', 'paying', 'settlement', 'owed', 'madoff', 'fraud', 'case']",0.5882352941176471,0.0,0.0,0.0,0.0,0.4285714285714285,0.2906916712015293,0.2333753324933501
